period;year;kunta;name;households;paid_eur
202512;2025;213;Kangasniemi;112;34494.27
202512;2025;214;Kankaanpää;434;121793.86
202512;2025;216;Kannonkoski;16;4969.83
202512;2025;217;Kannus;99;28930.04
202512;2025;218;Karijoki;13;3929.8
202512;2025;224;Karkkila;249;77866.41
202512;2025;226;Karstula;64;17744.8
202512;2025;230;Karvia;36;9606.08
202512;2025;231;Kaskinen;28;8829.55
202512;2025;232;Kauhajoki;364;113563.19
202512;2025;233;Kauhava;329;96590.11
202512;2025;235;Kauniainen;241;113879.45
202512;2025;236;Kaustinen;58;19217.04
202512;2025;239;Keitele;35;9453.73
202512;2025;240;Kemi;1041;313700.99
202512;2025;241;Keminmaa;109;34548.67
202512;2025;244;Kempele;319;101288.53
202512;2025;245;Kerava;2145;783690.11
202512;2025;249;Keuruu;296;87465.87
202512;2025;250;Kihniö;14;4432.97
202512;2025;256;Kinnula;17;4164.55
202512;2025;257;Kirkkonummi;1446;525517.57
202512;2025;260;Kitee;266;77118.29
202512;2025;261;Kittilä;62;15209.67
202512;2025;263;Kiuruvesi;193;54027.71
202512;2025;265;Kivijärvi;20;5203.31
202512;2025;271;Kokemäki;189;52882.85
202512;2025;272;Kokkola;1459;442125.73
202512;2025;273;Kolari;32;9788.88
202512;2025;275;Konnevesi;50;18481.24
202512;2025;276;Kontiolahti;284;87457.42
202512;2025;280;Korsnäs;13;4699.64
202512;2025;284;Koski Tl;31;8077.57
202512;2025;285;Kotka;2411;737951.97
202512;2025;286;Kouvola;2910;854572.27
202512;2025;287;Kristiinankaupunki;90;26475.35
202512;2025;288;Kruunupyy;61;20092.03
202512;2025;290;Kuhmo;135;36603.06
202512;2025;291;Kuhmoinen;29;6005.96
202512;2025;297;Kuopio;6333;2124624.47
202512;2025;300;Kuortane;31;9264.4
202512;2025;301;Kurikka;409;119784.17
202512;2025;304;Kustavi;10;2445.45
202512;2025;305;Kuusamo;342;105010.38
202512;2025;309;Outokumpu;356;109267.44
202512;2025;312;Kyyjärvi;10;2962.84
202512;2025;316;Kärkölä;129;39731.43
202512;2025;317;Kärsämäki;52;13920.38
202512;2025;320;Kemijärvi;177;49016.24
202512;2025;322;Kemiönsaari;97;28482.35
202512;2025;398;Lahti;7510;2577716.91
202512;2025;399;Laihia;102;32638.94
202512;2025;400;Laitila;178;53567.71
202512;2025;402;Lapinlahti;225;68829.19
202512;2025;403;Lappajärvi;19;4659.25
202512;2025;405;Lappeenranta;3091;928312.7
202512;2025;407;Lapinjärvi;43;12137.4
202512;2025;408;Lapua;334;99536.45
202512;2025;410;Laukaa;430;134031.14
202512;2025;416;Lemi;46;14135.74
202512;2025;417;Lemland;17;7532.97
202512;2025;418;Lempäälä;593;187515.85
202512;2025;420;Leppävirta;183;52164.83
202512;2025;421;Lestijärvi;11;3120.86
202512;2025;422;Lieksa;350;102162.79
202512;2025;423;Lieto;267;80102.7
202512;2025;425;Liminka;88;31353.66
202512;2025;426;Liperi;337;104347.83
202512;2025;430;Loimaa;456;132876.13
202512;2025;433;Loppi;102;29493.32
202512;2025;434;Loviisa;372;113922
202512;2025;435;Luhanka;8;2939.97
202512;2025;436;Lumijoki;30;8881.75
202512;2025;440;Luoto;17;6190.23
202512;2025;441;Luumäki;82;22678.63
202512;2025;444;Lohja;1362;483492.64
202512;2025;445;Parainen;209;66347.9
202512;2025;475;Maalahti;60;15821.15
202512;2025;478;Maarianhamina;347;148271.39
202512;2025;480;Marttila;37;9406.64
202512;2025;481;Masku;57;20377.88
202512;2025;483;Merijärvi;18;6342.75
202512;2025;484;Merikarvia;41;11635.08
202512;2025;489;Miehikkälä;32;10228.79
202512;2025;491;Mikkeli;2090;644857.78
202512;2025;494;Muhos;184;54804.97
202512;2025;495;Multia;26;8974.86
202512;2025;498;Muonio;18;4879.77
202512;2025;499;Mustasaari;192;58290.3
202512;2025;500;Muurame;179;54910.76
202512;2025;503;Mynämäki;113;33336.25
202512;2025;504;Myrskylä;29;8889
202512;2025;505;Mäntsälä;421;134171.59
202512;2025;507;Mäntyharju;149;41817.57
202512;2025;508;Mänttä-Vilppula;334;98085.06
202512;2025;529;Naantali;420;125311.73
202512;2025;531;Nakkila;125;37608.34
202512;2025;535;Nivala;183;58110.17
202512;2025;536;Nokia;1297;423283.86
202512;2025;538;Nousiainen;52;13966.83
202512;2025;541;Nurmes;237;66824.65
202512;2025;543;Nurmijärvi;1060;383624.32
202512;2025;545;Närpiö;75;23154.83
202512;2025;560;Orimattila;424;139454.93
202512;2025;561;Oripää;16;3864.7
202512;2025;562;Orivesi;220;63771.79
202512;2025;563;Oulainen;199;62237.66
202512;2025;564;Oulu;11577;3753765.19
202512;2025;576;Padasjoki;47;13740.33
202512;2025;577;Paimio;246;75597.28
202512;2025;578;Paltamo;72;22664.33
202512;2025;580;Parikkala;68;17342.66
202512;2025;581;Parkano;146;41136.33
202512;2025;583;Pelkosenniemi;4;1097.6
202512;2025;584;Perho;29;8310.99
202512;2025;592;Petäjävesi;69;18572.76
202512;2025;593;Pieksämäki;652;178982.18
202512;2025;595;Pielavesi;77;22659.03
202512;2025;598;Pietarsaari;604;190163
202512;2025;599;Pedersören kunta;53;16537.93
202512;2025;601;Pihtipudas;88;26045.59
202512;2025;604;Pirkkala;505;156713.97
202512;2025;607;Polvijärvi;74;20936.42
202512;2025;608;Pomarkku;32;8782.06
202512;2025;609;Pori;4005;1168693.68
202512;2025;611;Pornainen;43;14145.22
202512;2025;614;Posio;31;6978.83
202512;2025;615;Pudasjärvi;149;47374.35
202512;2025;616;Pukkila;32;9905.56
202512;2025;619;Punkalaidun;55;16528.54
202512;2025;620;Puolanka;46;15449.39
202512;2025;623;Puumala;23;5983.26
202512;2025;624;Pyhtää;68;18761.62
202512;2025;625;Pyhäjoki;51;16202.49
202512;2025;626;Pyhäjärvi;114;31814.76
202512;2025;630;Pyhäntä;15;3509.15
202512;2025;631;Pyhäranta;27;7728.77
202512;2025;635;Pälkäne;71;23179.14
202512;2025;636;Pöytyä;125;41507.88
202512;2025;638;Porvoo;1674;606430.22
202512;2025;678;Raahe;771;234845.6
202512;2025;680;Raisio;781;274107.77
202512;2025;681;Rantasalmi;78;23622.18
202512;2025;683;Ranua;55;16354.89
202512;2025;684;Rauma;1115;323833.54
202512;2025;686;Rautalampi;52;18702.16
202512;2025;687;Rautavaara;26;7101.51
202512;2025;689;Rautjärvi;67;19813.67
202512;2025;691;Reisjärvi;34;11174.7
202512;2025;694;Riihimäki;1434;500156.13
202512;2025;697;Ristijärvi;11;3668.29
202512;2025;698;Rovaniemi;2477;802387.16
202512;2025;700;Ruokolahti;67;21932.49
202512;2025;702;Ruovesi;53;15691.78
202512;2025;704;Rusko;39;13401.38
202512;2025;707;Rääkkylä;33;9253.59
202512;2025;710;Raasepori;714;224740.47
202512;2025;729;Saarijärvi;284;79348.62
202512;2025;732;Salla;45;12997.49
202512;2025;734;Salo;1665;507592.12
202512;2025;736;Saltvik;21;6597.48
202512;2025;738;Sauvo;48;12668.1
202512;2025;739;Savitaipale;48;12815.43
202512;2025;740;Savonlinna;1126;329064.39
202512;2025;742;Savukoski;13;2428.92
202512;2025;743;Seinäjoki;2703;908517.9
202512;2025;746;Sievi;73;21648.74
202512;2025;747;Siikainen;23;5078.14
202512;2025;748;Siikajoki;68;19621
202512;2025;749;Siilinjärvi;512;162655.69
202512;2025;751;Simo;29;7960.39
202512;2025;753;Sipoo;476;167413.47
202512;2025;755;Siuntio;70;24095.8
202512;2025;758;Sodankylä;121;40849.9
202512;2025;759;Soini;26;7515.7
202512;2025;761;Somero;252;77911.23
202512;2025;762;Sonkajärvi;82;23430.98
202512;2025;765;Sotkamo;183;53730.86
202512;2025;768;Sulkava;35;10047.7
202512;2025;771;Sund;6;1864.55
202512;2025;777;Suomussalmi;121;34474
202512;2025;778;Suonenjoki;184;57092.77
202512;2025;781;Sysmä;56;16528.57
202512;2025;783;Säkylä;103;31760.88
202512;2025;785;Vaala;50;14500.64
202512;2025;790;Sastamala;542;162956
202512;2025;791;Siikalatva;67;19489.93
202512;2025;831;Taipalsaari;74;24070.37
202512;2025;832;Taivalkoski;67;19746.33
202512;2025;833;Taivassalo;24;7132.26
202512;2025;834;Tammela;88;29517.53
202512;2025;837;Tampere;18155;6023788.12
202512;2025;844;Tervo;20;4706.16
202512;2025;845;Tervola;48;17216.94
202512;2025;846;Teuva;76;19228.83
202512;2025;848;Tohmajärvi;85;25881.92
202512;2025;849;Toholampi;56;14209.13
202512;2025;850;Toivakka;27;8487.83
202512;2025;851;Tornio;616;193377.09
202512;2025;853;Turku;13507;4528736.37
202512;2025;854;Pello;36;9929.13
202512;2025;857;Tuusniemi;64;17564.19
202512;2025;858;Tuusula;979;352188.98
202512;2025;859;Tyrnävä;92;33595.51
202512;2025;886;Ulvila;281;83401.33
202512;2025;887;Urjala;130;37141.71
202512;2025;889;Utajärvi;37;9469.22
202512;2025;890;Utsjoki;16;5920.79
202512;2025;892;Uurainen;57;18838.64
202512;2025;893;Uusikaarlepyy;112;33284.1
202512;2025;895;Uusikaupunki;429;128003.66
202512;2025;905;Vaasa;3050;932416.68
202512;2025;908;Valkeakoski;674;200549.34
202512;2025;915;Varkaus;945;273292.18
202512;2025;918;Vehmaa;43;14844.2
202512;2025;921;Vesanto;39;11423.86
202512;2025;922;Vesilahti;42;12584.58
202512;2025;924;Veteli;22;6701.8
202512;2025;925;Vieremä;56;15209.39
202512;2025;927;Vihti;670;237182.09
202512;2025;931;Viitasaari;149;42808.49
202512;2025;934;Vimpeli;37;8451.6
202512;2025;935;Virolahti;52;15332.14
202512;2025;936;Virrat;117;32915.8
202512;2025;941;Vårdö;4;816.91
202512;2025;946;Vöyri;69;21040.87
202512;2025;976;Ylitornio;53;14226.43
202512;2025;977;Ylivieska;435;135674.82
202512;2025;980;Ylöjärvi;589;190568.74
202512;2025;981;Ypäjä;51;15802.65
202512;2025;989;Ähtäri;123;33955.11
202512;2025;992;Äänekoski;684;211351.37
202608;2026;000;Koko maa;245449;83803545.87
202608;2026;005;Alajärvi;138;45421.18
202608;2026;009;Alavieska;40;12249.65
202608;2026;010;Alavus;246;68137.95
202608;2026;016;Asikkala;150;45298.08
202608;2026;018;Askola;53;19806.42
202608;2026;019;Aura;59;18582.77
202608;2026;020;Akaa;474;140062.63
202608;2026;035;Brändö;5;1340.47
202608;2026;043;Eckerö;10;2781.52
202608;2026;046;Enonkoski;20;5882.98
202608;2026;047;Enontekiö;17;4781.22
202608;2026;049;Espoo;16034;7166246.08
202608;2026;050;Eura;167;45897.05
202608;2026;051;Eurajoki;82;25344.62
202608;2026;052;Evijärvi;17;5470.99
202608;2026;060;Finström;34;15866.63
202608;2026;061;Forssa;763;223960.48
202608;2026;065;Geta;5;2694.96
202608;2026;069;Haapajärvi;141;41517.18
202608;2026;071;Haapavesi;134;38210.6
202608;2026;072;Hailuoto;13;4032.52
202608;2026;074;Halsua;7;1718.1
202608;2026;075;Hamina;554;170246.56
202608;2026;076;Hammarland;23;9807.18
202608;2026;077;Hankasalmi;76;21579.32
202608;2026;078;Hanko;193;56487.8
202608;2026;079;Harjavalta;253;73667.72
202608;2026;081;Hartola;47;14067.11
202608;2026;082;Hattula;106;30283.89
202608;2026;086;Hausjärvi;134;41125.4
202608;2026;090;Heinävesi;53;15374.26
202608;2026;091;Helsinki;44228;18809633.69
202608;2026;092;Vantaa;16425;7256413.41
202608;2026;097;Hirvensalmi;25;9929.54
202608;2026;098;Hollola;426;127154.13
202608;2026;102;Huittinen;217;62434.4
202608;2026;103;Humppila;35;9996.74
202608;2026;105;Hyrynsalmi;17;3998.44
202608;2026;106;Hyvinkää;2056;697809.35
202608;2026;108;Hämeenkyrö;219;63756.02
202608;2026;109;Hämeenlinna;2919;967984.47
202608;2026;111;Heinola;685;192964.18
202608;2026;139;Ii;189;61515.33
202608;2026;140;Iisalmi;749;217154.01
202608;2026;142;Iitti;143;42484.43
202608;2026;143;Ikaalinen;217;60477.85
202608;2026;145;Ilmajoki;249;71932.28
202608;2026;146;Ilomantsi;93;25017.38
202608;2026;148;Inari;77;22859.18
202608;2026;149;Inkoo;55;15938.86
202608;2026;151;Isojoki;15;4644.17
202608;2026;152;Isokyrö;69;20230.97
202608;2026;153;Imatra;1136;334125.76
202608;2026;165;Janakkala;406;122837.74
202608;2026;167;Joensuu;4986;1582235.59
202608;2026;169;Jokioinen;82;26559.14
202608;2026;170;Jomala;30;11597.76
202608;2026;171;Joroinen;83;23978.21
202608;2026;172;Joutsa;140;39368.65
202608;2026;176;Juuka;102;29702.35
202608;2026;177;Juupajoki;27;6351.55
202608;2026;178;Juva;81;22439.07
202608;2026;179;Jyväskylä;11157;3596303.78
202608;2026;181;Jämijärvi;18;5608.15
202608;2026;182;Jämsä;671;191255.25
202608;2026;186;Järvenpää;2279;825710.07
202608;2026;199;Tuntematon;9;-3120846.07
202608;2026;202;Kaarina;691;219551.12
202608;2026;204;Kaavi;55;15263.15
202608;2026;205;Kajaani;1509;452501
202608;2026;208;Kalajoki;228;70958.36
202608;2026;211;Kangasala;847;251964.05
202608;2026;213;Kangasniemi;104;32080.32
202608;2026;214;Kankaanpää;436;126736.88
202608;2026;216;Kannonkoski;19;4906.96
202608;2026;217;Kannus;102;28050.13
202608;2026;218;Karijoki;11;3941.26
202608;2026;224;Karkkila;254;79962.67
202608;2026;226;Karstula;59;17742
202608;2026;230;Karvia;33;9517.26
202608;2026;231;Kaskinen;27;8927.06
202608;2026;232;Kauhajoki;369;114598.63
202608;2026;233;Kauhava;311;97013.97
202608;2026;235;Kauniainen;224;106664.69
202608;2026;236;Kaustinen;66;20625.69
202608;2026;239;Keitele;34;9805.34
202608;2026;240;Kemi;1050;305387.86
202608;2026;241;Keminmaa;111;33434.02
202608;2026;244;Kempele;328;98968.43
202608;2026;245;Kerava;2176;795263.41
202608;2026;249;Keuruu;291;81122
202608;2026;250;Kihniö;14;4254.75
202608;2026;256;Kinnula;18;4882.81
202608;2026;257;Kirkkonummi;1434;514516.04
202608;2026;260;Kitee;237;67964.98
202608;2026;261;Kittilä;76;21826.13
202608;2026;263;Kiuruvesi;174;46367.61
202608;2026;265;Kivijärvi;16;4139.31
202608;2026;271;Kokemäki;188;50959.89
202608;2026;272;Kokkola;1476;448560.44
202608;2026;273;Kolari;38;11913.6
202608;2026;275;Konnevesi;52;16407.49
202608;2026;276;Kontiolahti;285;86577.73
202608;2026;280;Korsnäs;14;3740.57
202608;2026;284;Koski Tl;31;8709.08
202608;2026;285;Kotka;2465;743892.23
202608;2026;286;Kouvola;2905;854166.4
202608;2026;287;Kristiinankaupunki;132;41374.23
202608;2026;288;Kruunupyy;59;17964.68
202608;2026;290;Kuhmo;123;33869.63
202608;2026;291;Kuhmoinen;21;4557.53
202608;2026;297;Kuopio;6540;2168818.22
202608;2026;300;Kuortane;34;10458.58
202608;2026;301;Kurikka;395;115480.63
202608;2026;304;Kustavi;11;2364.95
202608;2026;305;Kuusamo;328;98914.39
202608;2026;309;Outokumpu;352;104764.33
202608;2026;312;Kyyjärvi;10;2545.43
202608;2026;316;Kärkölä;118;37288.32
202608;2026;317;Kärsämäki;44;12047.99
202608;2026;320;Kemijärvi;160;45369.43
202608;2026;322;Kemiönsaari;101;28946.21
202608;2026;398;Lahti;7750;2604186.39
202608;2026;399;Laihia;111;33391.94
202608;2026;400;Laitila;178;55100.45
202608;2026;402;Lapinlahti;236;66890.11
202608;2026;403;Lappajärvi;19;4194.85
202608;2026;405;Lappeenranta;3177;933046.13
202608;2026;407;Lapinjärvi;45;13003.88
202608;2026;408;Lapua;351;106188.36
202608;2026;410;Laukaa;429;134620.43
202608;2026;416;Lemi;37;13669.9
202608;2026;417;Lemland;19;6976.15
202608;2026;418;Lempäälä;570;179304.59
202608;2026;420;Leppävirta;180;50900.7
202608;2026;421;Lestijärvi;12;3376.98
202608;2026;422;Lieksa;367;103168.42
202608;2026;423;Lieto;273;83765.71
202608;2026;425;Liminka;86;30365.61
202608;2026;426;Liperi;330;98212.91
202608;2026;430;Loimaa;445;126953.55
202608;2026;433;Loppi;103;29482.69
202608;2026;434;Loviisa;379;110598.49
202608;2026;435;Luhanka;10;3017.1
202608;2026;436;Lumijoki;29;8169.34
202608;2026;438;Lumparland;4;1785.45
202608;2026;440;Luoto;15;4183.58
202608;2026;441;Luumäki;76;21237.65
202608;2026;444;Lohja;1370;475660.22
202608;2026;445;Parainen;218;68668.71
202608;2026;475;Maalahti;63;17649.84
202608;2026;478;Maarianhamina;352;140104.57
202608;2026;480;Marttila;35;9218.19
202608;2026;481;Masku;55;21133.7
202608;2026;483;Merijärvi;22;6510.36
202608;2026;484;Merikarvia;42;10582.46
202608;2026;489;Miehikkälä;25;8679.85
202608;2026;491;Mikkeli;2121;635795.91
202608;2026;494;Muhos;187;57896.37
202608;2026;495;Multia;27;7496.15
202608;2026;498;Muonio;20;5605.29
202608;2026;499;Mustasaari;186;55348.33
202608;2026;500;Muurame;180;53767.11
202608;2026;503;Mynämäki;111;31999.08
202608;2026;504;Myrskylä;27;8285.2
202608;2026;505;Mäntsälä;427;129697.76
202608;2026;507;Mäntyharju;138;38320.86
202608;2026;508;Mänttä-Vilppula;353;101099.12
202608;2026;529;Naantali;413;125661.97
202608;2026;531;Nakkila;140;39575.35
202608;2026;535;Nivala;188;55856.68
202608;2026;536;Nokia;1321;421412.92
202608;2026;538;Nousiainen;55;14832.81
202608;2026;541;Nurmes;240;64215.47
202608;2026;543;Nurmijärvi;1021;357498.91
202608;2026;545;Närpiö;87;23260.58
202608;2026;560;Orimattila;449;145650.09
202608;2026;561;Oripää;13;3365.34
202608;2026;562;Orivesi;208;64180.42
202608;2026;563;Oulainen;200;58841.37
202608;2026;564;Oulu;11967;3869168.97
202608;2026;576;Padasjoki;45;11429.02
202608;2026;577;Paimio;250;72857.01
202608;2026;578;Paltamo;73;20246.15
202608;2026;580;Parikkala;65;15584.39
202608;2026;581;Parkano;143;39138.42
202608;2026;583;Pelkosenniemi;7;1542.68
202608;2026;584;Perho;31;8258.88
202608;2026;592;Petäjävesi;74;19720.74
202608;2026;593;Pieksämäki;668;179110.2
202608;2026;595;Pielavesi;84;24578.46
202608;2026;598;Pietarsaari;610;192631.82
202608;2026;599;Pedersören kunta;46;15533.7
202608;2026;601;Pihtipudas;96;26647.35
202608;2026;604;Pirkkala;496;146678.56
202608;2026;607;Polvijärvi;74;21518.59
202608;2026;608;Pomarkku;29;7569.45
202608;2026;609;Pori;4085;1187032.75
202608;2026;611;Pornainen;45;15624.14
202608;2026;614;Posio;33;8938.3
202608;2026;615;Pudasjärvi;136;42311.81
202608;2026;616;Pukkila;31;11260.65
202608;2026;619;Punkalaidun;61;17473.19
202608;2026;620;Puolanka;50;15070.24
202608;2026;623;Puumala;16;4076.14
202608;2026;624;Pyhtää;67;19654.48
202608;2026;625;Pyhäjoki;57;18594.77
202608;2026;626;Pyhäjärvi;118;31296.36
202608;2026;630;Pyhäntä;13;2715.93
202608;2026;631;Pyhäranta;25;7464.38
202608;2026;635;Pälkäne;74;23534.86
202608;2026;636;Pöytyä;133;41361.2
202608;2026;638;Porvoo;1697;606777.32
202608;2026;678;Raahe;798;237997.23
202608;2026;680;Raisio;787;271396.35
202608;2026;681;Rantasalmi;66;18704.48
202608;2026;683;Ranua;54;15119.63
202608;2026;684;Rauma;1204;340207.17
202608;2026;686;Rautalampi;49;16375.8
202608;2026;687;Rautavaara;26;7381.86
202608;2026;689;Rautjärvi;64;21343.62
202608;2026;691;Reisjärvi;41;11581.96
202608;2026;694;Riihimäki;1412;476224.22
202608;2026;697;Ristijärvi;12;4368.7
202608;2026;698;Rovaniemi;2601;847188.93
202608;2026;700;Ruokolahti;68;21391.58
202608;2026;702;Ruovesi;49;15986.27
202608;2026;704;Rusko;38;12411.06
202608;2026;707;Rääkkylä;36;9828.98
202608;2026;710;Raasepori;736;220471.64
202608;2026;729;Saarijärvi;279;80022.78
202608;2026;732;Salla;49;12594.4
202608;2026;734;Salo;1657;501940.47
202608;2026;736;Saltvik;20;8174.63
202608;2026;738;Sauvo;47;12803.34
202608;2026;739;Savitaipale;40;11162.76
202608;2026;740;Savonlinna;1151;322618.43
202608;2026;742;Savukoski;17;4522.95
202608;2026;743;Seinäjoki;2800;905966.98
202608;2026;746;Sievi;73;23130.04
202608;2026;747;Siikainen;17;4724.36
202608;2026;748;Siikajoki;68;20682.58
202608;2026;749;Siilinjärvi;502;155898.01
202608;2026;751;Simo;29;6275.81
202608;2026;753;Sipoo;443;162906.73
202608;2026;755;Siuntio;80;27298.77
202608;2026;758;Sodankylä;135;37283.08
202608;2026;759;Soini;23;5964.95
202608;2026;761;Somero;233;72692.42
202608;2026;762;Sonkajärvi;75;19639.43
202608;2026;765;Sotkamo;182;51865.72
202608;2026;768;Sulkava;36;11201.6
202608;2026;771;Sund;7;2279.17
202608;2026;777;Suomussalmi;111;32073.73
202608;2026;778;Suonenjoki;178;52404.89
202608;2026;781;Sysmä;55;14855.63
202608;2026;783;Säkylä;93;28595.19
202608;2026;785;Vaala;55;16952.04
202608;2026;790;Sastamala;569;166928.54
202608;2026;791;Siikalatva;72;21669.66
202608;2026;831;Taipalsaari;74;22282.01
202608;2026;832;Taivalkoski;65;20045.99
202608;2026;833;Taivassalo;21;6004.93
202608;2026;834;Tammela;81;26256.81
202608;2026;837;Tampere;18620;6125875.41
202608;2026;844;Tervo;15;3484.48
202608;2026;845;Tervola;46;14983.67
202608;2026;846;Teuva;81;22009.76
202608;2026;848;Tohmajärvi;74;24756.56
202608;2026;849;Toholampi;48;12653.75
202608;2026;850;Toivakka;32;11334.3
202608;2026;851;Tornio;602;178147.58
202608;2026;853;Turku;14044;4672901.77
202608;2026;854;Pello;40;11276.87
202608;2026;857;Tuusniemi;63;17916.18
202608;2026;858;Tuusula;964;340129.46
202608;2026;859;Tyrnävä;81;31347.52
202608;2026;886;Ulvila;269;82297.81
202608;2026;887;Urjala;127;38758.18
202608;2026;889;Utajärvi;33;9184.05
202608;2026;890;Utsjoki;22;6632.33
202608;2026;892;Uurainen;59;17703.8
202608;2026;893;Uusikaarlepyy;107;33126.77
202608;2026;895;Uusikaupunki;460;134606.05
202608;2026;905;Vaasa;2987;918717.85
202608;2026;908;Valkeakoski;661;190561.41
202608;2026;915;Varkaus;927;256929.13
202608;2026;918;Vehmaa;41;13077.54
202608;2026;921;Vesanto;43;12306.97
202608;2026;922;Vesilahti;46;13619.86
202608;2026;924;Veteli;25;7372.72
202608;2026;925;Vieremä;48;15084.51
202608;2026;927;Vihti;668;233677.91
202608;2026;931;Viitasaari;147;41622.69
202608;2026;934;Vimpeli;35;7454.65
202608;2026;935;Virolahti;44;12513.94
202608;2026;936;Virrat;120;31691.73
202608;2026;941;Vårdö;6;1526.14
202608;2026;946;Vöyri;74;22568.08
202608;2026;976;Ylitornio;45;14279.6
202608;2026;977;Ylivieska;454;133375.13
202608;2026;980;Ylöjärvi;592;197670.7
202608;2026;981;Ypäjä;48;14250.9
202608;2026;989;Ähtäri;128;37135.73
202608;2026;992;Äänekoski;672;204091.79
