period;year;kunta;name;households;paid_eur
202312;2023;111;Heinola;976;296800.46
202312;2023;139;Ii;261;94352.63
202312;2023;140;Iisalmi;1162;354243.45
202312;2023;142;Iitti;205;65249.72
202312;2023;143;Ikaalinen;361;113490.41
202312;2023;145;Ilmajoki;343;106149.61
202312;2023;146;Ilomantsi;131;34744.42
202312;2023;148;Inari;158;44503.21
202312;2023;149;Inkoo;90;28868.08
202312;2023;151;Isojoki;30;7254.83
202312;2023;152;Isokyrö;117;37273.31
202312;2023;153;Imatra;1395;442455.46
202312;2023;165;Janakkala;512;173096.63
202312;2023;167;Joensuu;10474;3564473.68
202312;2023;169;Jokioinen;107;35262.34
202312;2023;170;Jomala;40;15754.39
202312;2023;171;Joroinen;124;39503.42
202312;2023;172;Joutsa;120;35315.5
202312;2023;176;Juuka;130;39909.49
202312;2023;177;Juupajoki;38;12479.54
202312;2023;178;Juva;113;36608.34
202312;2023;179;Jyväskylä;20492;7146853.37
202312;2023;181;Jämijärvi;35;10402.41
202312;2023;182;Jämsä;835;256104.1
202312;2023;186;Järvenpää;2986;1126442.33
202312;2023;199;Tuntematon;5;-3081736.34
202312;2023;202;Kaarina;1042;354249.61
202312;2023;204;Kaavi;82;25853.99
202312;2023;205;Kajaani;2732;945947.77
202312;2023;208;Kalajoki;339;110058.5
202312;2023;211;Kangasala;1141;369146.44
202312;2023;213;Kangasniemi;150;46511
202312;2023;214;Kankaanpää;573;165550.24
202312;2023;216;Kannonkoski;27;7767.35
202312;2023;217;Kannus;154;42503.55
202312;2023;218;Karijoki;23;6960.16
202312;2023;224;Karkkila;353;118524.83
202312;2023;226;Karstula;97;30738.11
202312;2023;230;Karvia;52;15983.55
202312;2023;231;Kaskinen;21;5762.22
202312;2023;232;Kauhajoki;517;194461.78
202312;2023;233;Kauhava;410;134813.75
202312;2023;235;Kauniainen;359;171864.12
202312;2023;236;Kaustinen;154;43828.87
202312;2023;239;Keitele;33;11315.54
202312;2023;240;Kemi;1204;382336.17
202312;2023;241;Keminmaa;149;44637.33
202312;2023;244;Kempele;577;193508.19
202312;2023;245;Kerava;2718;1045222.31
202312;2023;249;Keuruu;428;126351.96
202312;2023;250;Kihniö;34;9638.32
202312;2023;256;Kinnula;30;9290.53
202312;2023;257;Kirkkonummi;1782;690333.76
202312;2023;260;Kitee;339;102944.07
202312;2023;261;Kittilä;155;48562.78
202312;2023;263;Kiuruvesi;291;82635.43
202312;2023;265;Kivijärvi;24;6975.26
202312;2023;271;Kokemäki;285;84917.06
202312;2023;272;Kokkola;2454;786456.98
202312;2023;273;Kolari;76;24350.32
202312;2023;275;Konnevesi;72;23330.9
202312;2023;276;Kontiolahti;425;143394.54
202312;2023;280;Korsnäs;19;6072.54
202312;2023;284;Koski Tl;42;13984.79
202312;2023;285;Kotka;3791;1222288.65
202312;2023;286;Kouvola;4391;1487508.42
202312;2023;287;Kristiinankaupunki;110;33738.83
202312;2023;288;Kruunupyy;69;23419.62
202312;2023;290;Kuhmo;210;57613.72
202312;2023;291;Kuhmoinen;63;18062.09
202312;2023;297;Kuopio;12646;4437748.52
202312;2023;300;Kuortane;210;47957.94
202312;2023;301;Kurikka;557;177130.65
202312;2023;304;Kustavi;12;3225.05
202312;2023;305;Kuusamo;571;180369.81
202312;2023;309;Outokumpu;466;144545.62
202312;2023;312;Kyyjärvi;18;4874.46
202312;2023;316;Kärkölä;160;56063.03
202312;2023;317;Kärsämäki;71;21790.31
202312;2023;320;Kemijärvi;218;72160.41
202312;2023;322;Kemiönsaari;156;51128.54
202312;2023;398;Lahti;11081;4026557.88
202312;2023;399;Laihia;166;54768.56
202312;2023;400;Laitila;222;72049.41
202312;2023;402;Lapinlahti;347;107664.07
202312;2023;403;Lappajärvi;37;12329.54
202312;2023;405;Lappeenranta;7006;2372329.18
202312;2023;407;Lapinjärvi;67;21359.2
202312;2023;408;Lapua;427;139575.21
202312;2023;410;Laukaa;553;186724.5
202312;2023;416;Lemi;51;15760.57
202312;2023;417;Lemland;28;9327.51
202312;2023;418;Lempäälä;876;305251.45
202312;2023;420;Leppävirta;235;72778.64
202312;2023;421;Lestijärvi;12;4652.09
202312;2023;422;Lieksa;425;123611.8
202312;2023;423;Lieto;381;124099.12
202312;2023;425;Liminka;207;81147.38
202312;2023;426;Liperi;421;134799.76
202312;2023;430;Loimaa;591;188523.55
202312;2023;433;Loppi;128;40534.57
202312;2023;434;Loviisa;487;160825.98
202312;2023;435;Luhanka;9;2952.04
202312;2023;436;Lumijoki;48;19468.64
202312;2023;438;Lumparland;5;2548.18
202312;2023;440;Luoto;63;27030.79
202312;2023;441;Luumäki;110;32342.17
202312;2023;444;Lohja;1985;743402.09
202312;2023;445;Parainen;329;107969.73
202312;2023;475;Maalahti;66;20426.04
202312;2023;478;Maarianhamina;367;145392.09
202312;2023;480;Marttila;53;16748.71
202312;2023;481;Masku;95;29738.41
202312;2023;483;Merijärvi;24;11018.72
202312;2023;484;Merikarvia;53;16477.78
202312;2023;489;Miehikkälä;33;10025.51
202312;2023;491;Mikkeli;3534;1239990.44
202312;2023;494;Muhos;293;102404.08
202312;2023;495;Multia;37;10926.5
202312;2023;498;Muonio;49;13968.44
202312;2023;499;Mustasaari;312;103481.46
202312;2023;500;Muurame;266;93502.59
202312;2023;503;Mynämäki;159;48791.66
202312;2023;504;Myrskylä;41;15623.64
202312;2023;505;Mäntsälä;590;205405.25
202312;2023;507;Mäntyharju;148;47445.94
202312;2023;508;Mänttä-Vilppula;423;127738.29
202312;2023;529;Naantali;584;185968.82
202312;2023;531;Nakkila;184;56293.02
202312;2023;535;Nivala;323;110187.86
202312;2023;536;Nokia;1680;591421.28
202312;2023;538;Nousiainen;84;25724.72
202312;2023;541;Nurmes;335;98480.17
202312;2023;543;Nurmijärvi;1461;565842.55
202312;2023;545;Närpiö;119;37529.74
202312;2023;560;Orimattila;521;173498.83
202312;2023;561;Oripää;27;8241.8
202312;2023;562;Orivesi;276;89058.4
202312;2023;563;Oulainen;304;97244.7
202312;2023;564;Oulu;23954;8307241.1
202312;2023;576;Padasjoki;62;18772.63
202312;2023;577;Paimio;323;104507.65
202312;2023;578;Paltamo;70;21855.55
202312;2023;580;Parikkala;97;30454.44
202312;2023;581;Parkano;184;56408.84
202312;2023;583;Pelkosenniemi;13;3422.24
202312;2023;584;Perho;48;20616.67
202312;2023;588;Pertunmaa;37;12129.09
202312;2023;592;Petäjävesi;99;31116.54
202312;2023;593;Pieksämäki;766;223314.01
202312;2023;595;Pielavesi;119;37819.63
202312;2023;598;Pietarsaari;905;298536.14
202312;2023;599;Pedersören kunta;103;33305.68
202312;2023;601;Pihtipudas;131;35100.88
202312;2023;604;Pirkkala;777;252172.77
202312;2023;607;Polvijärvi;115;37515.71
202312;2023;608;Pomarkku;47;14757.61
202312;2023;609;Pori;6410;2159765.13
202312;2023;611;Pornainen;88;35887.25
202312;2023;614;Posio;46;11622.32
202312;2023;615;Pudasjärvi;254;90116.33
202312;2023;616;Pukkila;40;12326.84
202312;2023;619;Punkalaidun;73;22231.85
202312;2023;620;Puolanka;73;17509.11
202312;2023;623;Puumala;41;10312.56
202312;2023;624;Pyhtää;81;25985.23
202312;2023;625;Pyhäjoki;72;25126.22
202312;2023;626;Pyhäjärvi;140;43510.91
202312;2023;630;Pyhäntä;23;8702.23
202312;2023;631;Pyhäranta;31;10492.06
202312;2023;635;Pälkäne;122;47909.59
202312;2023;636;Pöytyä;190;59462.74
202312;2023;638;Porvoo;2314;872032.8
202312;2023;678;Raahe;1106;364731.15
202312;2023;680;Raisio;1012;374891.59
202312;2023;681;Rantasalmi;91;28120.38
202312;2023;683;Ranua;90;30138.23
202312;2023;684;Rauma;2170;673581.17
202312;2023;686;Rautalampi;132;41347.74
202312;2023;687;Rautavaara;36;10205.5
202312;2023;689;Rautjärvi;95;29010.73
202312;2023;691;Reisjärvi;56;19953.24
202312;2023;694;Riihimäki;1900;683609.32
202312;2023;697;Ristijärvi;13;4076.31
202312;2023;698;Rovaniemi;6022;2064083.95
202312;2023;700;Ruokolahti;101;29331.39
202312;2023;702;Ruovesi;133;34753.98
202312;2023;704;Rusko;66;21552.34
202312;2023;707;Rääkkylä;49;12709.57
202312;2023;710;Raasepori;1070;358002.03
202312;2023;729;Saarijärvi;398;125812.75
202312;2023;732;Salla;62;15578.55
202312;2023;734;Salo;2143;686801.69
202312;2023;736;Saltvik;23;8805.05
202312;2023;738;Sauvo;54;16213.55
202312;2023;739;Savitaipale;91;24513.03
202312;2023;740;Savonlinna;2130;636430.41
202312;2023;742;Savukoski;23;4878.6
202312;2023;743;Seinäjoki;5080;1740811.72
202312;2023;746;Sievi;145;53837.91
202312;2023;747;Siikainen;29;8953.42
202312;2023;748;Siikajoki;106;37465.78
202312;2023;749;Siilinjärvi;680;236423.81
202312;2023;751;Simo;42;12782.71
202312;2023;753;Sipoo;691;273610.25
202312;2023;755;Siuntio;118;42435.08
202312;2023;758;Sodankylä;172;53419.28
202312;2023;759;Soini;36;13256.83
202312;2023;761;Somero;269;84870.3
202312;2023;762;Sonkajärvi;94;28662.41
202312;2023;765;Sotkamo;413;124509.73
202312;2023;766;Sottunga;4;1582.2
202312;2023;768;Sulkava;51;18695.36
202312;2023;771;Sund;8;2963.76
202312;2023;777;Suomussalmi;146;45227.12
202312;2023;778;Suonenjoki;252;79521.9
202312;2023;781;Sysmä;79;25601.79
202312;2023;783;Säkylä;149;45072.54
202312;2023;785;Vaala;65;19979.76
202312;2023;790;Sastamala;797;251059.01
202312;2023;791;Siikalatva;108;33520.59
202312;2023;831;Taipalsaari;93;33939.94
202312;2023;832;Taivalkoski;101;32671.04
202312;2023;833;Taivassalo;29;9927.63
202312;2023;834;Tammela;180;56989.45
202312;2023;837;Tampere;35002;12326736.05
202312;2023;844;Tervo;30;9560.08
202312;2023;845;Tervola;56;19004.77
202312;2023;846;Teuva;120;35857.45
202312;2023;848;Tohmajärvi;130;38600.79
202312;2023;849;Toholampi;83;26588.82
202312;2023;850;Toivakka;41;13884.3
202312;2023;851;Tornio;954;311932.93
202312;2023;853;Turku;27974;9802029.3
202312;2023;854;Pello;55;16530.02
202312;2023;857;Tuusniemi;67;20882.56
202312;2023;858;Tuusula;1288;503196.14
202312;2023;859;Tyrnävä;148;59833.17
202312;2023;886;Ulvila;374;120641.88
202312;2023;887;Urjala;185;59724.2
202312;2023;889;Utajärvi;63;18144.37
202312;2023;890;Utsjoki;40;12394.11
202312;2023;892;Uurainen;92;35273.16
202312;2023;893;Uusikaarlepyy;153;51394.11
202312;2023;895;Uusikaupunki;484;145346.01
202312;2023;905;Vaasa;8411;2950735.95
202312;2023;908;Valkeakoski;881;272389.7
202312;2023;915;Varkaus;1157;352245
202312;2023;918;Vehmaa;48;15287.98
202312;2023;921;Vesanto;46;12575.25
202312;2023;922;Vesilahti;59;19358.95
202312;2023;924;Veteli;47;13456.69
202312;2023;925;Vieremä;86;26174.1
202312;2023;927;Vihti;1005;367881.61
202312;2023;931;Viitasaari;206;66275.18
202312;2023;934;Vimpeli;52;13983.31
202312;2023;935;Virolahti;93;29163.25
202312;2023;936;Virrat;152;44076.15
202312;2023;946;Vöyri;176;41738.94
202312;2023;976;Ylitornio;70;20760.63
202312;2023;977;Ylivieska;702;225353.41
202312;2023;980;Ylöjärvi;857;312168.51
202312;2023;981;Ypäjä;60;17791.41
202312;2023;989;Ähtäri;162;51937.83
202312;2023;992;Äänekoski;930;298432.13
202412;2024;000;Koko maa;381991;127022838.85
202412;2024;005;Alajärvi;207;61126.26
202412;2024;009;Alavieska;75;21250.8
202412;2024;010;Alavus;327;96579.15
202412;2024;016;Asikkala;247;72753.71
202412;2024;018;Askola;68;22204.25
202412;2024;019;Aura;82;25648.55
202412;2024;020;Akaa;605;169080.34
202412;2024;035;Brändö;6;1729.7
202412;2024;043;Eckerö;10;3313.97
202412;2024;046;Enonkoski;27;7372.66
202412;2024;047;Enontekiö;28;7536.14
202412;2024;049;Espoo;22594;9478625.63
202412;2024;050;Eura;249;66982.05
202412;2024;051;Eurajoki;144;42044.55
202412;2024;052;Evijärvi;26;7181.66
202412;2024;060;Finström;32;10791.05
202412;2024;061;Forssa;1038;300646.33
202412;2024;062;Föglö;5;1119.82
202412;2024;065;Geta;6;2321.77
202412;2024;069;Haapajärvi;209;55737.43
202412;2024;071;Haapavesi;175;48635.69
202412;2024;072;Hailuoto;13;4630.86
202412;2024;074;Halsua;12;2914.6
202412;2024;075;Hamina;682;198423.33
202412;2024;076;Hammarland;39;13849.93
202412;2024;077;Hankasalmi;121;29170.44
202412;2024;078;Hanko;236;70208.69
202412;2024;079;Harjavalta;288;80555.34
202412;2024;081;Hartola;71;17859.04
202412;2024;082;Hattula;180;49022.02
202412;2024;086;Hausjärvi;152;43380.95
202412;2024;090;Heinävesi;66;17531.86
202412;2024;091;Helsinki;68049;27650023.49
202412;2024;092;Vantaa;20203;8708410.56
202412;2024;097;Hirvensalmi;33;8311.25
202412;2024;098;Hollola;563;166145.87
202412;2024;102;Huittinen;308;83476.5
202412;2024;103;Humppila;46;13174.56
202412;2024;105;Hyrynsalmi;26;6655.46
202412;2024;106;Hyvinkää;2490;845678.21
202412;2024;108;Hämeenkyrö;328;92848.33
202412;2024;109;Hämeenlinna;4223;1377130.78
202412;2024;111;Heinola;948;265267.08
202412;2024;139;Ii;234;76216.8
202412;2024;140;Iisalmi;1092;309551.74
202412;2024;142;Iitti;170;48261.44
202412;2024;143;Ikaalinen;357;99547.2
202412;2024;145;Ilmajoki;311;88936.64
202412;2024;146;Ilomantsi;123;31617.07
202412;2024;148;Inari;120;33804.68
202412;2024;149;Inkoo;70;20574.86
202412;2024;151;Isojoki;25;5015.07
202412;2024;152;Isokyrö;105;28879.7
202412;2024;153;Imatra;1352;389922.21
202412;2024;165;Janakkala;493;149249.59
202412;2024;167;Joensuu;9790;3018068.76
202412;2024;169;Jokioinen;107;31915.67
202412;2024;170;Jomala;48;16871.39
202412;2024;171;Joroinen;114;33682.71
202412;2024;172;Joutsa;112;30822.28
202412;2024;176;Juuka;119;32705.41
202412;2024;177;Juupajoki;33;8809.14
202412;2024;178;Juva;108;30140.84
202412;2024;179;Jyväskylä;19742;6232740.58
202412;2024;181;Jämijärvi;29;8451.14
202412;2024;182;Jämsä;768;214374.54
202412;2024;186;Järvenpää;2861;982459.41
202412;2024;199;Tuntematon;10;-3150764.81
202412;2024;202;Kaarina;936;293403.05
202412;2024;204;Kaavi;74;20007.72
202412;2024;205;Kajaani;2439;762254.14
202412;2024;208;Kalajoki;333;98379.97
202412;2024;211;Kangasala;1194;340852.52
202412;2024;213;Kangasniemi;135;39372
202412;2024;214;Kankaanpää;586;157095.23
202412;2024;216;Kannonkoski;23;6032.65
202412;2024;217;Kannus;150;38751.74
202412;2024;218;Karijoki;24;7212.17
202412;2024;224;Karkkila;341;97469.19
202412;2024;226;Karstula;79;21412.46
202412;2024;230;Karvia;45;12419.68
202412;2024;231;Kaskinen;24;5457.27
202412;2024;232;Kauhajoki;492;146081.69
202412;2024;233;Kauhava;371;101960.39
202412;2024;235;Kauniainen;358;158784.68
202412;2024;236;Kaustinen;145;37531.48
202412;2024;239;Keitele;47;12457.36
202412;2024;240;Kemi;1253;363682.08
202412;2024;241;Keminmaa;140;40358.09
202412;2024;244;Kempele;496;150863.51
202412;2024;245;Kerava;2492;886594.77
202412;2024;249;Keuruu;381;101833.19
202412;2024;250;Kihniö;24;7238.4
202412;2024;256;Kinnula;20;5407.81
202412;2024;257;Kirkkonummi;1727;612828.64
202412;2024;260;Kitee;323;93144.58
202412;2024;261;Kittilä;126;31229.6
202412;2024;263;Kiuruvesi;257;68919.01
202412;2024;265;Kivijärvi;22;4837.74
202412;2024;271;Kokemäki;252;67177.48
202412;2024;272;Kokkola;2209;647239.61
202412;2024;273;Kolari;52;13578.26
202412;2024;275;Konnevesi;66;19861.99
202412;2024;276;Kontiolahti;380;112320.32
202412;2024;280;Korsnäs;32;9178.33
202412;2024;284;Koski Tl;50;14065.31
202412;2024;285;Kotka;3602;1042366.9
202412;2024;286;Kouvola;4108;1266683.46
202412;2024;287;Kristiinankaupunki;112;32680.87
202412;2024;288;Kruunupyy;83;23675.17
202412;2024;290;Kuhmo;186;49705.67
202412;2024;291;Kuhmoinen;61;12874.85
202412;2024;297;Kuopio;11915;3786597.68
202412;2024;300;Kuortane;209;44158.37
202412;2024;301;Kurikka;524;150042.35
202412;2024;304;Kustavi;12;2476.16
202412;2024;305;Kuusamo;489;139992.68
202412;2024;309;Outokumpu;477;142904.72
202412;2024;312;Kyyjärvi;15;4104.62
202412;2024;316;Kärkölä;155;49918.92
202412;2024;317;Kärsämäki;66;18116.91
202412;2024;320;Kemijärvi;206;61166.18
202412;2024;322;Kemiönsaari;135;37773.6
202412;2024;398;Lahti;10525;3468383.25
202412;2024;399;Laihia;149;45374.6
202412;2024;400;Laitila;205;63752.96
202412;2024;402;Lapinlahti;324;89100.91
202412;2024;403;Lappajärvi;39;10450.49
202412;2024;405;Lappeenranta;6502;1996560.09
202412;2024;407;Lapinjärvi;61;17833.8
202412;2024;408;Lapua;414;119327.81
202412;2024;410;Laukaa;536;163417.46
202412;2024;416;Lemi;45;12760.36
202412;2024;417;Lemland;19;7536.99
202412;2024;418;Lempäälä;795;251499.82
202412;2024;420;Leppävirta;232;61488.79
202412;2024;421;Lestijärvi;12;3674.45
202412;2024;422;Lieksa;420;109633.3
202412;2024;423;Lieto;364;107322.28
202412;2024;425;Liminka;158;59106.08
202412;2024;426;Liperi;399;114265.45
202412;2024;430;Loimaa;584;166616.21
202412;2024;433;Loppi;127;34774.52
202412;2024;434;Loviisa;477;142517.91
202412;2024;435;Luhanka;10;3104.71
202412;2024;436;Lumijoki;42;11540.7
202412;2024;440;Luoto;32;11764.16
202412;2024;441;Luumäki;107;29079.12
202412;2024;444;Lohja;1768;614592.49
202412;2024;445;Parainen;294;84494.36
202412;2024;475;Maalahti;80;18824.55
202412;2024;478;Maarianhamina;356;142992.61
202412;2024;480;Marttila;45;12043.81
202412;2024;481;Masku;84;25099.76
202412;2024;483;Merijärvi;28;9516.19
202412;2024;484;Merikarvia;48;13563.03
202412;2024;489;Miehikkälä;36;12572.24
202412;2024;491;Mikkeli;3244;1040519.82
202412;2024;494;Muhos;255;80925.14
202412;2024;495;Multia;31;7553.99
202412;2024;498;Muonio;42;11624.27
202412;2024;499;Mustasaari;256;75922.89
202412;2024;500;Muurame;250;77273.23
202412;2024;503;Mynämäki;142;40837.62
202412;2024;504;Myrskylä;38;11868.4
202412;2024;505;Mäntsälä;573;182111.65
202412;2024;507;Mäntyharju;150;40499.36
202412;2024;508;Mänttä-Vilppula;429;123129.8
202412;2024;529;Naantali;526;151142.88
202412;2024;531;Nakkila;174;51735.5
202412;2024;535;Nivala;281;82116.83
202412;2024;536;Nokia;1708;545106.42
202412;2024;538;Nousiainen;78;21047.91
202412;2024;541;Nurmes;299;78467.19
202412;2024;543;Nurmijärvi;1365;475410.9
202412;2024;545;Närpiö;108;28099.9
202412;2024;560;Orimattila;507;153049.24
202412;2024;561;Oripää;24;6424.14
202412;2024;562;Orivesi;282;77390.06
202412;2024;563;Oulainen;249;70972.82
202412;2024;564;Oulu;22235;6962640.19
202412;2024;576;Padasjoki;64;15746.55
202412;2024;577;Paimio;309;90293.28
202412;2024;578;Paltamo;75;22439.34
202412;2024;580;Parikkala;79;19525.79
202412;2024;581;Parkano;180;50288.72
202412;2024;583;Pelkosenniemi;6;2273.01
202412;2024;584;Perho;49;15536.96
202412;2024;588;Pertunmaa;31;6458.64
202412;2024;592;Petäjävesi;84;23460.8
202412;2024;593;Pieksämäki;759;199083.03
202412;2024;595;Pielavesi;115;32338.47
202412;2024;598;Pietarsaari;855;258723.94
202412;2024;599;Pedersören kunta;74;23232.62
202412;2024;601;Pihtipudas;141;34184.94
202412;2024;604;Pirkkala;752;219984.08
202412;2024;607;Polvijärvi;115;29443.75
202412;2024;608;Pomarkku;42;12348.22
202412;2024;609;Pori;6020;1827786.39
202412;2024;611;Pornainen;68;19751.46
202412;2024;614;Posio;36;8312.28
202412;2024;615;Pudasjärvi;229;74073.27
202412;2024;616;Pukkila;34;9619.77
202412;2024;619;Punkalaidun;66;19933.17
202412;2024;620;Puolanka;78;19539.35
202412;2024;623;Puumala;39;8856.92
202412;2024;624;Pyhtää;84;20269.09
202412;2024;625;Pyhäjoki;60;21595.1
202412;2024;626;Pyhäjärvi;144;41981.48
202412;2024;630;Pyhäntä;20;6081.26
202412;2024;631;Pyhäranta;31;7732.1
202412;2024;635;Pälkäne;109;32599.24
202412;2024;636;Pöytyä;176;48771.03
202412;2024;638;Porvoo;2205;762241.95
202412;2024;678;Raahe;1056;308422.31
202412;2024;680;Raisio;963;316313.6
202412;2024;681;Rantasalmi;81;25460.87
202412;2024;683;Ranua;83;23084.2
202412;2024;684;Rauma;2036;565875.68
202412;2024;686;Rautalampi;125;36599.89
202412;2024;687;Rautavaara;34;8437.88
202412;2024;689;Rautjärvi;94;28435.08
202412;2024;691;Reisjärvi;42;13955.3
202412;2024;694;Riihimäki;1858;619661.92
202412;2024;697;Ristijärvi;17;4585.46
202412;2024;698;Rovaniemi;5225;1610499.62
202412;2024;700;Ruokolahti;98;27391.8
202412;2024;702;Ruovesi;130;28776.36
202412;2024;704;Rusko;60;18106.37
202412;2024;707;Rääkkylä;51;13982.2
202412;2024;710;Raasepori;996;291315.13
202412;2024;729;Saarijärvi;339;95463.28
202412;2024;732;Salla;50;14118.96
202412;2024;734;Salo;1993;588625.73
202412;2024;736;Saltvik;24;8330.65
202412;2024;738;Sauvo;57;16481.21
202412;2024;739;Savitaipale;73;18262.15
202412;2024;740;Savonlinna;1951;541983.12
202412;2024;742;Savukoski;19;3945.19
202412;2024;743;Seinäjoki;4632;1447623.97
202412;2024;746;Sievi;105;33391.4
202412;2024;747;Siikainen;27;6864.26
202412;2024;748;Siikajoki;94;28466.27
202412;2024;749;Siilinjärvi;620;188871.75
202412;2024;751;Simo;46;11597.23
202412;2024;753;Sipoo;658;231381.14
202412;2024;755;Siuntio;100;31744.32
202412;2024;758;Sodankylä;137;38397.03
202412;2024;759;Soini;30;9976.18
202412;2024;761;Somero;311;90462.52
202412;2024;762;Sonkajärvi;91;24824.22
202412;2024;765;Sotkamo;403;112978.43
202412;2024;768;Sulkava;54;14250.29
202412;2024;771;Sund;8;1875.98
202412;2024;777;Suomussalmi;136;37050.71
202412;2024;778;Suonenjoki;220;60360.63
202412;2024;781;Sysmä;76;22118.97
202412;2024;783;Säkylä;134;36545.16
202412;2024;785;Vaala;63;17026.94
202412;2024;790;Sastamala;745;218915.23
202412;2024;791;Siikalatva;91;22794.85
202412;2024;831;Taipalsaari;90;28140.43
202412;2024;832;Taivalkoski;94;28476.42
202412;2024;833;Taivassalo;24;7224.76
202412;2024;834;Tammela;169;48975.44
202412;2024;837;Tampere;33771;10743459.91
202412;2024;844;Tervo;30;8039.98
202412;2024;845;Tervola;66;19376.17
202412;2024;846;Teuva;107;26544.82
202412;2024;848;Tohmajärvi;117;33912.61
202412;2024;849;Toholampi;74;19958.45
202412;2024;850;Toivakka;33;9629.81
202412;2024;851;Tornio;879;266672.15
202412;2024;853;Turku;27169;8577045.72
202412;2024;854;Pello;47;13554.31
202412;2024;857;Tuusniemi;65;17493.9
202412;2024;858;Tuusula;1277;460517.6
202412;2024;859;Tyrnävä;119;41339.77
202412;2024;886;Ulvila;322;95757.23
202412;2024;887;Urjala;168;45952.11
202412;2024;889;Utajärvi;54;15923.91
202412;2024;890;Utsjoki;29;8000.05
202412;2024;892;Uurainen;83;27449.08
202412;2024;893;Uusikaarlepyy;142;45044.82
202412;2024;895;Uusikaupunki;488;138894.83
202412;2024;905;Vaasa;8282;2582145.44
202412;2024;908;Valkeakoski;860;248240.47
202412;2024;915;Varkaus;1160;321703.74
202412;2024;918;Vehmaa;42;12508.97
202412;2024;921;Vesanto;39;10598.48
202412;2024;922;Vesilahti;68;18167.96
202412;2024;924;Veteli;31;8417.29
202412;2024;925;Vieremä;73;20240.91
202412;2024;927;Vihti;880;306347.31
202412;2024;931;Viitasaari;200;55936.34
202412;2024;934;Vimpeli;50;12194.54
202412;2024;935;Virolahti;88;24344.09
202412;2024;936;Virrat;150;39033.15
202412;2024;941;Vårdö;6;1483.46
202412;2024;946;Vöyri;175;35937.08
202412;2024;976;Ylitornio;67;18843.47
202412;2024;977;Ylivieska;639;188875
202412;2024;980;Ylöjärvi;815;258654.6
202412;2024;981;Ypäjä;56;17895.58
202412;2024;989;Ähtäri;161;47829.54
202412;2024;992;Äänekoski;821;243726.36
202512;2025;000;Koko maa;240360;82876687.2
202512;2025;005;Alajärvi;164;50734.96
202512;2025;009;Alavieska;55;18570.3
202512;2025;010;Alavus;239;69403.58
202512;2025;016;Asikkala;147;43993.47
202512;2025;018;Askola;54;18957.23
202512;2025;019;Aura;62;17680.24
202512;2025;020;Akaa;472;139833.56
202512;2025;035;Brändö;5;1434.15
202512;2025;043;Eckerö;12;4732.52
202512;2025;046;Enonkoski;19;7240.78
202512;2025;047;Enontekiö;21;5626.01
202512;2025;049;Espoo;15428;6930170.85
202512;2025;050;Eura;169;47559.58
202512;2025;051;Eurajoki;94;34529.62
202512;2025;052;Evijärvi;23;7064.94
202512;2025;060;Finström;33;14829.05
202512;2025;061;Forssa;768;234526.15
202512;2025;065;Geta;5;2746.21
202512;2025;069;Haapajärvi;147;48010.72
202512;2025;071;Haapavesi;132;35331.41
202512;2025;072;Hailuoto;11;3406.9
202512;2025;074;Halsua;7;1954.96
202512;2025;075;Hamina;535;164307.53
202512;2025;076;Hammarland;26;12162.57
202512;2025;077;Hankasalmi;74;23468.68
202512;2025;078;Hanko;190;58506.91
202512;2025;079;Harjavalta;255;74287.51
202512;2025;081;Hartola;47;14127.75
202512;2025;082;Hattula;109;31947.38
202512;2025;086;Hausjärvi;126;37423.66
202512;2025;090;Heinävesi;58;15906.77
202512;2025;091;Helsinki;43054;18317557.87
202512;2025;092;Vantaa;15852;7110793.53
202512;2025;097;Hirvensalmi;34;10067.68
202512;2025;098;Hollola;430;131191.17
202512;2025;102;Huittinen;225;64209.05
202512;2025;103;Humppila;35;10280.02
202512;2025;105;Hyrynsalmi;17;4289.85
202512;2025;106;Hyvinkää;2049;721091.4
202512;2025;108;Hämeenkyrö;219;65629.81
202512;2025;109;Hämeenlinna;2864;981127.78
202512;2025;111;Heinola;689;197134.73
202512;2025;139;Ii;180;58678.17
202512;2025;140;Iisalmi;774;228662.84
202512;2025;142;Iitti;140;44067
202512;2025;143;Ikaalinen;212;63271.97
202512;2025;145;Ilmajoki;251;71230.97
202512;2025;146;Ilomantsi;90;25410.2
202512;2025;148;Inari;85;23679.69
202512;2025;149;Inkoo;54;17677.57
202512;2025;151;Isojoki;15;3286.76
202512;2025;152;Isokyrö;76;21131.4
202512;2025;153;Imatra;1122;347774.8
202512;2025;165;Janakkala;413;126547.06
202512;2025;167;Joensuu;4892;1579969.78
202512;2025;169;Jokioinen;85;24663.07
202512;2025;170;Jomala;41;14072.27
202512;2025;171;Joroinen;81;25895.92
202512;2025;172;Joutsa;116;35046.21
202512;2025;176;Juuka;101;28241.91
202512;2025;177;Juupajoki;25;7124.08
202512;2025;178;Juva;81;23540.49
202512;2025;179;Jyväskylä;10807;3507505.08
202512;2025;181;Jämijärvi;20;5601.87
202512;2025;182;Jämsä;694;198552.03
202512;2025;186;Järvenpää;2286;830653.24
202512;2025;199;Tuntematon;12;-2989114.48
202512;2025;202;Kaarina;683;229492.16
202512;2025;204;Kaavi;52;18347.34
202512;2025;205;Kajaani;1534;465557.13
202512;2025;208;Kalajoki;237;72187
202512;2025;211;Kangasala;812;246849.62
