level;code;name;parent;indicator;label;unit;value;period;inherited_from;source;tables
kunta;071;Haapavesi;North Ostrobothnia;starts_1000;Dwellings started;per 1,000 dwellings;5.37;2026M07;maakunta;Tilastokeskus raku 156f;raku/156f
kunta;071;Haapavesi;North Ostrobothnia;permits_1000;Dwellings permitted;per 1,000 dwellings;5.19;2026M07;maakunta;Tilastokeskus raku 156f;raku/156f
kunta;071;Haapavesi;North Ostrobothnia;tax_home;Property tax, permanent dwelling;%;0.6;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;071;Haapavesi;North Ostrobothnia;tax_other;Property tax, other dwelling;%;1.3;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;071;Haapavesi;North Ostrobothnia;tax_general;Property tax, general (building);%;1.05;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;071;Haapavesi;North Ostrobothnia;tax_land;Property tax, general (land);%;1.3;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;071;Haapavesi;North Ostrobothnia;tax_undev;Property tax, undeveloped building site;%;3.0;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;071;Haapavesi;North Ostrobothnia;tax_income;Municipal income tax;%;9.4;2026;;Verohallinto, kuntien ja seurakuntien tuloveroprosentit;vero/tuloveroprosentit
kunta;071;Haapavesi;North Ostrobothnia;fc_growth;Projected population change 2026→2040;%;-10.45;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;071;Haapavesi;North Ostrobothnia;fc_abs;Projected change in residents 2026→2040;residents;-656;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;071;Haapavesi;North Ostrobothnia;fc_growth_5y;Projected population change 2026→2031;%;-4.79;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;071;Haapavesi;North Ostrobothnia;fc_pop_rate_5y;Projected population change, per year;residents per 1,000 / yr;-9.59;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;071;Haapavesi;North Ostrobothnia;fc_0_6;Projected change, aged 0–6;%;-3.1;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;071;Haapavesi;North Ostrobothnia;fc_7_15;Projected change, aged 7–15;%;-29.22;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;071;Haapavesi;North Ostrobothnia;fc_20_34;Projected change, aged 20–34;%;3.12;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;071;Haapavesi;North Ostrobothnia;fc_20_34_rel;Projected 20–34 share vs Finland;pp;-2.889;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;071;Haapavesi;North Ostrobothnia;fc_80p;Projected change, aged 80+;%;47.29;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;071;Haapavesi;North Ostrobothnia;crime_1000;Reported offences;per 1,000 inh.;74.79;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;071;Haapavesi;North Ostrobothnia;violence_1000;Violent offences;per 1,000 inh.;4.6;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;071;Haapavesi;North Ostrobothnia;property_1000;Property offences;per 1,000 inh.;32.07;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;071;Haapavesi;North Ostrobothnia;vandalism_1000;Criminal damage;per 1,000 inh.;4.76;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;071;Haapavesi;North Ostrobothnia;drugs_1000;Narcotics offences;per 1,000 inh.;3.49;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;071;Haapavesi;North Ostrobothnia;burglary_1000dw;Dwelling burglary;per 1,000 dwellings;0.84;2025;;Tilastokeskus rpk 13ex (offences known to the authorities) ÷ Paavo dwelling stock;rpk/13ex
kunta;071;Haapavesi;North Ostrobothnia;crime_trend;Reported offences, year on year;%;5.09;2025;;Tilastokeskus rpk 13h4;rpk/13h4
kunta;071;Haapavesi;North Ostrobothnia;flood_river_100;Watercourse flood hazard zone — 1/100a;% of land;10.21;2025;;Suomen ympäristökeskus (Syke) — tulvavaaravyöhykkeet, perusskenaariot (CC BY 4.0);climate/flood
kunta;071;Haapavesi;North Ostrobothnia;flood_river_1000;Watercourse flood hazard zone — 1/1000a;% of land;10.88;2025;;Suomen ympäristökeskus (Syke) — tulvavaaravyöhykkeet, perusskenaariot (CC BY 4.0);climate/flood
kunta;071;Haapavesi;North Ostrobothnia;flood_mapped;Flood-mapped share of the area;% of land;32.47;2025;;Suomen ympäristökeskus (Syke) — tulvavaaravyöhykkeet, perusskenaariot (CC BY 4.0);climate/flood
kunta;071;Haapavesi;North Ostrobothnia;radon_mean;Radon, mean;Bq/m³;104.0;2023;;Säteilyturvakeskus (STUK) — radon pientaloissa 2023 (CC BY 4.0);climate/radon
kunta;071;Haapavesi;North Ostrobothnia;radon_median;Radon, median;Bq/m³;76.0;2023;;Säteilyturvakeskus (STUK) — radon pientaloissa 2023 (CC BY 4.0);climate/radon
kunta;071;Haapavesi;North Ostrobothnia;radon_over300;Radon over 300 Bq/m³;% of measurements;3.0;2023;;Säteilyturvakeskus (STUK) — radon pientaloissa 2023 (CC BY 4.0);climate/radon
kunta;071;Haapavesi;North Ostrobothnia;dw_pre1980;Dwellings in buildings built before 1980;% of dwellings;37.86;2026;;Ryhti-rakennustietojärjestelmä — avoimet_rakennukset (Suomen ympäristökeskus, CC BY 4.0);ryhti/avoimet_rakennukset
kunta;071;Haapavesi;North Ostrobothnia;bld_m2_per_dwelling;Floor area per dwelling;m²;73.0;2026;;Ryhti-rakennustietojärjestelmä — avoimet_rakennukset (Suomen ympäristökeskus, CC BY 4.0);ryhti/avoimet_rakennukset
kunta;072;Hailuoto;North Ostrobothnia;growth;Population growth;% / yr;-1.62;2025;;Tilastokeskus vaerak 11re (kunta, 31 Dec) · Paavo 12f7 (postinumero);vaerak/11re · Postinumeroalueittainen_avoin_tieto:uusin/12f7
kunta;072;Hailuoto;North Ostrobothnia;income_med;Median income of inhabitants;€ / yr;25166;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;072;Hailuoto;North Ostrobothnia;income_hh;Mean household income;€ / yr;47648;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;072;Hailuoto;North Ostrobothnia;young;Share aged 20–34;%;6.36;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;072;Hailuoto;North Ostrobothnia;single;One-person households;%;45.17;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;072;Hailuoto;North Ostrobothnia;renters;Renter households;%;13.55;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;072;Hailuoto;North Ostrobothnia;unemp;Unemployment rate;%;12.1;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;072;Hailuoto;North Ostrobothnia;higher_ed;Tertiary education;%;36.56;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;072;Hailuoto;North Ostrobothnia;flats;Dwellings in blocks of flats;%;0.0;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;072;Hailuoto;North Ostrobothnia;avg_m2;Average dwelling size;m²;92;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;072;Hailuoto;North Ostrobothnia;m2_person;Floor area per person;m²;49.7;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;072;Hailuoto;North Ostrobothnia;unemp_m;Unemployment rate, monthly;%;11.6;2026M08;;Tilastokeskus / TEM tyonv 12tf (työnvälitystilasto, monthly);tyonv/12tf
kunta;072;Hailuoto;North Ostrobothnia;kela;Housing-allowance households;%;2.67;2024;;Kela, yleinen asumistuki, saajaruokakunnat kunnittain (avoindata.suomi.fi, CC BY 4.0) · denominator Tilastokeskus Paavo 12f8 te_taly;kela/yleinen_asumistuki · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;072;Hailuoto;North Ostrobothnia;rent;Free-market rent;€ / m² / month;13.64;2026Q2;maakunta;Tilastokeskus asvu 15fa (rents, quarterly);asvu/15fa
kunta;072;Hailuoto;North Ostrobothnia;rent_obs;Rent observations;dwellings;14641;2026Q2;maakunta;Tilastokeskus asvu 15fa;asvu/15fa
kunta;072;Hailuoto;North Ostrobothnia;rent_ara;Government-subsidised (ARA) rent;€ / m² / month;11.85;2026Q2;maakunta;Tilastokeskus asvu 15fa;asvu/15fa
kunta;072;Hailuoto;North Ostrobothnia;rent_yoy;Rent change, year on year;%;-0.1;2026Q2;maakunta;Tilastokeskus asvu 15fa, annual change of the rent index;asvu/15fa
kunta;072;Hailuoto;North Ostrobothnia;vacant;Dwellings with no permanent residents;%;22.35;2025;;Tilastokeskus raku 15f6 (dwelling stock by occupancy);raku/15f6
kunta;072;Hailuoto;North Ostrobothnia;migration;Net migration;per 1,000 inh.;-2.19;2025;;Tilastokeskus muutl 11ae (vital statistics);muutl/11ae
kunta;072;Hailuoto;North Ostrobothnia;migration_dom;Intermunicipal net migration;per 1,000 inh.;-3.29;2025;;Tilastokeskus muutl 11ae;muutl/11ae
kunta;072;Hailuoto;North Ostrobothnia;completions_1000;Dwellings completed;per 1,000 dwellings;4.6;2026M07;maakunta;Tilastokeskus raku 156f (building and dwelling production, monthly, by region);raku/156f
kunta;072;Hailuoto;North Ostrobothnia;starts_1000;Dwellings started;per 1,000 dwellings;5.37;2026M07;maakunta;Tilastokeskus raku 156f;raku/156f
kunta;072;Hailuoto;North Ostrobothnia;permits_1000;Dwellings permitted;per 1,000 dwellings;5.19;2026M07;maakunta;Tilastokeskus raku 156f;raku/156f
kunta;072;Hailuoto;North Ostrobothnia;tax_home;Property tax, permanent dwelling;%;0.51;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;072;Hailuoto;North Ostrobothnia;tax_other;Property tax, other dwelling;%;1.51;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;072;Hailuoto;North Ostrobothnia;tax_general;Property tax, general (building);%;0.95;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;072;Hailuoto;North Ostrobothnia;tax_land;Property tax, general (land);%;1.3;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;072;Hailuoto;North Ostrobothnia;tax_undev;Property tax, undeveloped building site;%;3.0;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;072;Hailuoto;North Ostrobothnia;tax_income;Municipal income tax;%;8.9;2026;;Verohallinto, kuntien ja seurakuntien tuloveroprosentit;vero/tuloveroprosentit
kunta;072;Hailuoto;North Ostrobothnia;fc_growth;Projected population change 2026→2040;%;-6.09;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;072;Hailuoto;North Ostrobothnia;fc_abs;Projected change in residents 2026→2040;residents;-57;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;072;Hailuoto;North Ostrobothnia;fc_growth_5y;Projected population change 2026→2031;%;-2.78;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;072;Hailuoto;North Ostrobothnia;fc_pop_rate_5y;Projected population change, per year;residents per 1,000 / yr;-5.56;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;072;Hailuoto;North Ostrobothnia;fc_0_6;Projected change, aged 0–6;%;0.0;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;072;Hailuoto;North Ostrobothnia;fc_7_15;Projected change, aged 7–15;%;-44.87;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;072;Hailuoto;North Ostrobothnia;fc_20_34;Projected change, aged 20–34;%;6.67;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;072;Hailuoto;North Ostrobothnia;fc_20_34_rel;Projected 20–34 share vs Finland;pp;-10.865;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;072;Hailuoto;North Ostrobothnia;fc_80p;Projected change, aged 80+;%;21.77;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;072;Hailuoto;North Ostrobothnia;crime_1000;Reported offences;per 1,000 inh.;27.41;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;072;Hailuoto;North Ostrobothnia;violence_1000;Violent offences;per 1,000 inh.;3.29;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;072;Hailuoto;North Ostrobothnia;property_1000;Property offences;per 1,000 inh.;14.25;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;072;Hailuoto;North Ostrobothnia;vandalism_1000;Criminal damage;per 1,000 inh.;1.1;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;072;Hailuoto;North Ostrobothnia;drugs_1000;Narcotics offences;per 1,000 inh.;1.1;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;072;Hailuoto;North Ostrobothnia;burglary_1000dw;Dwelling burglary;per 1,000 dwellings;0.0;2025;;Tilastokeskus rpk 13ex (offences known to the authorities) ÷ Paavo dwelling stock;rpk/13ex
kunta;072;Hailuoto;North Ostrobothnia;crime_trend;Reported offences, year on year;%;1.63;2025;;Tilastokeskus rpk 13h4;rpk/13h4
kunta;072;Hailuoto;North Ostrobothnia;flood_sea_100;Sea flood hazard zone — 1/100a;% of land;23.61;2025;;Suomen ympäristökeskus (Syke) — tulvavaaravyöhykkeet, perusskenaariot (CC BY 4.0);climate/flood
kunta;072;Hailuoto;North Ostrobothnia;flood_sea_1000;Sea flood hazard zone — 1/1000a;% of land;29.64;2025;;Suomen ympäristökeskus (Syke) — tulvavaaravyöhykkeet, perusskenaariot (CC BY 4.0);climate/flood
kunta;072;Hailuoto;North Ostrobothnia;flood_mapped;Flood-mapped share of the area;% of land;85.14;2025;;Suomen ympäristökeskus (Syke) — tulvavaaravyöhykkeet, perusskenaariot (CC BY 4.0);climate/flood
kunta;072;Hailuoto;North Ostrobothnia;radon_mean;Radon, mean;Bq/m³;41.0;2023;;Säteilyturvakeskus (STUK) — radon pientaloissa 2023 (CC BY 4.0);climate/radon
kunta;072;Hailuoto;North Ostrobothnia;radon_median;Radon, median;Bq/m³;40.0;2023;;Säteilyturvakeskus (STUK) — radon pientaloissa 2023 (CC BY 4.0);climate/radon
kunta;072;Hailuoto;North Ostrobothnia;projects_upcoming;Transport projects under way or decided;projects;0.0;2026;;Väylävirasto — hanketiedot (CC BY 4.0), plus the curated major projects in data/external/infra_fi.csv;infra/index
kunta;072;Hailuoto;North Ostrobothnia;stations_planned_1200m;Transport projects within 1.2 km;projects;1.0;2026;;Väylävirasto — hanketiedot (CC BY 4.0), plus the curated major projects in data/external/infra_fi.csv;infra/index
kunta;072;Hailuoto;North Ostrobothnia;dw_pre1980;Dwellings in buildings built before 1980;% of dwellings;26.58;2026;;Ryhti-rakennustietojärjestelmä — avoimet_rakennukset (Suomen ympäristökeskus, CC BY 4.0);ryhti/avoimet_rakennukset
kunta;072;Hailuoto;North Ostrobothnia;bld_m2_per_dwelling;Floor area per dwelling;m²;82.7;2026;;Ryhti-rakennustietojärjestelmä — avoimet_rakennukset (Suomen ympäristökeskus, CC BY 4.0);ryhti/avoimet_rakennukset
kunta;074;Halsua;Central Ostrobothnia;growth;Population growth;% / yr;-1.02;2025;;Tilastokeskus vaerak 11re (kunta, 31 Dec) · Paavo 12f7 (postinumero);vaerak/11re · Postinumeroalueittainen_avoin_tieto:uusin/12f7
kunta;074;Halsua;Central Ostrobothnia;income_med;Median income of inhabitants;€ / yr;22338;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;074;Halsua;Central Ostrobothnia;income_hh;Mean household income;€ / yr;44619;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;074;Halsua;Central Ostrobothnia;young;Share aged 20–34;%;9.34;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;074;Halsua;Central Ostrobothnia;single;One-person households;%;40.42;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;074;Halsua;Central Ostrobothnia;renters;Renter households;%;18.95;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;074;Halsua;Central Ostrobothnia;unemp;Unemployment rate;%;9.0;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;074;Halsua;Central Ostrobothnia;higher_ed;Tertiary education;%;19.81;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;074;Halsua;Central Ostrobothnia;flats;Dwellings in blocks of flats;%;0.15;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;074;Halsua;Central Ostrobothnia;avg_m2;Average dwelling size;m²;100.1;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;074;Halsua;Central Ostrobothnia;m2_person;Floor area per person;m²;52.8;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;074;Halsua;Central Ostrobothnia;unemp_m;Unemployment rate, monthly;%;8.5;2026M08;;Tilastokeskus / TEM tyonv 12tf (työnvälitystilasto, monthly);tyonv/12tf
kunta;074;Halsua;Central Ostrobothnia;kela;Housing-allowance households;%;2.53;2024;;Kela, yleinen asumistuki, saajaruokakunnat kunnittain (avoindata.suomi.fi, CC BY 4.0) · denominator Tilastokeskus Paavo 12f8 te_taly;kela/yleinen_asumistuki · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;074;Halsua;Central Ostrobothnia;rent;Free-market rent;€ / m² / month;11.8;2026Q2;maakunta;Tilastokeskus asvu 15fa (rents, quarterly);asvu/15fa
kunta;074;Halsua;Central Ostrobothnia;rent_obs;Rent observations;dwellings;991;2026Q2;maakunta;Tilastokeskus asvu 15fa;asvu/15fa
kunta;074;Halsua;Central Ostrobothnia;rent_ara;Government-subsidised (ARA) rent;€ / m² / month;10.82;2026Q2;maakunta;Tilastokeskus asvu 15fa;asvu/15fa
kunta;074;Halsua;Central Ostrobothnia;rent_yoy;Rent change, year on year;%;0.7;2026Q2;maakunta;Tilastokeskus asvu 15fa, annual change of the rent index;asvu/15fa
kunta;074;Halsua;Central Ostrobothnia;vacant;Dwellings with no permanent residents;%;26.22;2025;;Tilastokeskus raku 15f6 (dwelling stock by occupancy);raku/15f6
kunta;074;Halsua;Central Ostrobothnia;migration;Net migration;per 1,000 inh.;4.1;2025;;Tilastokeskus muutl 11ae (vital statistics);muutl/11ae
kunta;074;Halsua;Central Ostrobothnia;migration_dom;Intermunicipal net migration;per 1,000 inh.;3.08;2025;;Tilastokeskus muutl 11ae;muutl/11ae
kunta;074;Halsua;Central Ostrobothnia;completions_1000;Dwellings completed;per 1,000 dwellings;2.5;2026M07;maakunta;Tilastokeskus raku 156f (building and dwelling production, monthly, by region);raku/156f
kunta;074;Halsua;Central Ostrobothnia;starts_1000;Dwellings started;per 1,000 dwellings;1.45;2026M07;maakunta;Tilastokeskus raku 156f;raku/156f
kunta;074;Halsua;Central Ostrobothnia;permits_1000;Dwellings permitted;per 1,000 dwellings;1.45;2026M07;maakunta;Tilastokeskus raku 156f;raku/156f
kunta;074;Halsua;Central Ostrobothnia;tax_home;Property tax, permanent dwelling;%;0.55;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;074;Halsua;Central Ostrobothnia;tax_other;Property tax, other dwelling;%;1.6;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;074;Halsua;Central Ostrobothnia;tax_general;Property tax, general (building);%;1.3;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;074;Halsua;Central Ostrobothnia;tax_land;Property tax, general (land);%;1.3;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;074;Halsua;Central Ostrobothnia;tax_income;Municipal income tax;%;10.5;2026;;Verohallinto, kuntien ja seurakuntien tuloveroprosentit;vero/tuloveroprosentit
kunta;074;Halsua;Central Ostrobothnia;fc_growth;Projected population change 2026→2040;%;-20.89;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;074;Halsua;Central Ostrobothnia;fc_abs;Projected change in residents 2026→2040;residents;-197;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;074;Halsua;Central Ostrobothnia;fc_growth_5y;Projected population change 2026→2031;%;-9.65;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;074;Halsua;Central Ostrobothnia;fc_pop_rate_5y;Projected population change, per year;residents per 1,000 / yr;-19.3;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;074;Halsua;Central Ostrobothnia;fc_0_6;Projected change, aged 0–6;%;0.0;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;074;Halsua;Central Ostrobothnia;fc_7_15;Projected change, aged 7–15;%;-41.76;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;074;Halsua;Central Ostrobothnia;fc_20_34;Projected change, aged 20–34;%;-10.47;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;074;Halsua;Central Ostrobothnia;fc_20_34_rel;Projected 20–34 share vs Finland;pp;-7.824;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;074;Halsua;Central Ostrobothnia;fc_80p;Projected change, aged 80+;%;22.94;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;074;Halsua;Central Ostrobothnia;crime_1000;Reported offences;per 1,000 inh.;43.08;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;074;Halsua;Central Ostrobothnia;violence_1000;Violent offences;per 1,000 inh.;0;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;074;Halsua;Central Ostrobothnia;property_1000;Property offences;per 1,000 inh.;12.31;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;074;Halsua;Central Ostrobothnia;vandalism_1000;Criminal damage;per 1,000 inh.;0;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;074;Halsua;Central Ostrobothnia;drugs_1000;Narcotics offences;per 1,000 inh.;0;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;074;Halsua;Central Ostrobothnia;burglary_1000dw;Dwelling burglary;per 1,000 dwellings;0.0;2025;;Tilastokeskus rpk 13ex (offences known to the authorities) ÷ Paavo dwelling stock;rpk/13ex
kunta;074;Halsua;Central Ostrobothnia;crime_trend;Reported offences, year on year;%;1.03;2025;;Tilastokeskus rpk 13h4;rpk/13h4
kunta;074;Halsua;Central Ostrobothnia;radon_mean;Radon, mean;Bq/m³;123.0;2023;;Säteilyturvakeskus (STUK) — radon pientaloissa 2023 (CC BY 4.0);climate/radon
kunta;074;Halsua;Central Ostrobothnia;radon_median;Radon, median;Bq/m³;79.0;2023;;Säteilyturvakeskus (STUK) — radon pientaloissa 2023 (CC BY 4.0);climate/radon
kunta;074;Halsua;Central Ostrobothnia;radon_over300;Radon over 300 Bq/m³;% of measurements;8.0;2023;;Säteilyturvakeskus (STUK) — radon pientaloissa 2023 (CC BY 4.0);climate/radon
kunta;074;Halsua;Central Ostrobothnia;dw_pre1980;Dwellings in buildings built before 1980;% of dwellings;34.43;2026;;Ryhti-rakennustietojärjestelmä — avoimet_rakennukset (Suomen ympäristökeskus, CC BY 4.0);ryhti/avoimet_rakennukset
kunta;074;Halsua;Central Ostrobothnia;bld_m2_per_dwelling;Floor area per dwelling;m²;83.3;2026;;Ryhti-rakennustietojärjestelmä — avoimet_rakennukset (Suomen ympäristökeskus, CC BY 4.0);ryhti/avoimet_rakennukset
