level;code;name;parent;indicator;label;unit;value;period;inherited_from;source;tables
kunta;410;Laukaa;Central Finland;fc_pop_rate_5y;Projected population change, per year;residents per 1,000 / yr;-2.46;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;410;Laukaa;Central Finland;fc_0_6;Projected change, aged 0–6;%;-0.15;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;410;Laukaa;Central Finland;fc_7_15;Projected change, aged 7–15;%;-26.56;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;410;Laukaa;Central Finland;fc_20_34;Projected change, aged 20–34;%;1.87;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;410;Laukaa;Central Finland;fc_20_34_rel;Projected 20–34 share vs Finland;pp;-6.511;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;410;Laukaa;Central Finland;fc_80p;Projected change, aged 80+;%;64.83;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;410;Laukaa;Central Finland;crime_1000;Reported offences;per 1,000 inh.;56.04;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;410;Laukaa;Central Finland;violence_1000;Violent offences;per 1,000 inh.;6.54;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;410;Laukaa;Central Finland;property_1000;Property offences;per 1,000 inh.;21.11;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;410;Laukaa;Central Finland;vandalism_1000;Criminal damage;per 1,000 inh.;3.4;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;410;Laukaa;Central Finland;drugs_1000;Narcotics offences;per 1,000 inh.;1.44;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;410;Laukaa;Central Finland;burglary_1000dw;Dwelling burglary;per 1,000 dwellings;0.89;2025;;Tilastokeskus rpk 13ex (offences known to the authorities) ÷ Paavo dwelling stock;rpk/13ex
kunta;410;Laukaa;Central Finland;crime_trend;Reported offences, year on year;%;12.78;2025;;Tilastokeskus rpk 13h4;rpk/13h4
kunta;410;Laukaa;Central Finland;radon_mean;Radon, mean;Bq/m³;172.0;2023;;Säteilyturvakeskus (STUK) — radon pientaloissa 2023 (CC BY 4.0);climate/radon
kunta;410;Laukaa;Central Finland;radon_median;Radon, median;Bq/m³;115.0;2023;;Säteilyturvakeskus (STUK) — radon pientaloissa 2023 (CC BY 4.0);climate/radon
kunta;410;Laukaa;Central Finland;radon_over300;Radon over 300 Bq/m³;% of measurements;12.0;2023;;Säteilyturvakeskus (STUK) — radon pientaloissa 2023 (CC BY 4.0);climate/radon
kunta;410;Laukaa;Central Finland;projects_upcoming;Transport projects under way or decided;projects;3.0;2026;;Väylävirasto — hanketiedot (CC BY 4.0), plus the curated major projects in data/external/infra_fi.csv;infra/index
kunta;410;Laukaa;Central Finland;stations_planned_1200m;Transport projects within 1.2 km;projects;2.0;2026;;Väylävirasto — hanketiedot (CC BY 4.0), plus the curated major projects in data/external/infra_fi.csv;infra/index
kunta;410;Laukaa;Central Finland;dw_pre1980;Dwellings in buildings built before 1980;% of dwellings;38.7;2026;;Ryhti-rakennustietojärjestelmä — avoimet_rakennukset (Suomen ympäristökeskus, CC BY 4.0);ryhti/avoimet_rakennukset
kunta;410;Laukaa;Central Finland;bld_m2_per_dwelling;Floor area per dwelling;m²;81.7;2026;;Ryhti-rakennustietojärjestelmä — avoimet_rakennukset (Suomen ympäristökeskus, CC BY 4.0);ryhti/avoimet_rakennukset
kunta;416;Lemi;South Karelia;growth;Population growth;% / yr;1.02;2025;;Tilastokeskus vaerak 11re (kunta, 31 Dec) · Paavo 12f7 (postinumero);vaerak/11re · Postinumeroalueittainen_avoin_tieto:uusin/12f7
kunta;416;Lemi;South Karelia;income_med;Median income of inhabitants;€ / yr;26137;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;416;Lemi;South Karelia;income_hh;Mean household income;€ / yr;47041;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;416;Lemi;South Karelia;young;Share aged 20–34;%;10.42;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;416;Lemi;South Karelia;single;One-person households;%;38.64;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;416;Lemi;South Karelia;renters;Renter households;%;14.74;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;416;Lemi;South Karelia;unemp;Unemployment rate;%;10.28;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;416;Lemi;South Karelia;higher_ed;Tertiary education;%;28.76;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;416;Lemi;South Karelia;flats;Dwellings in blocks of flats;%;2.52;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;416;Lemi;South Karelia;avg_m2;Average dwelling size;m²;97.5;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;416;Lemi;South Karelia;m2_person;Floor area per person;m²;48.2;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;416;Lemi;South Karelia;unemp_m;Unemployment rate, monthly;%;8.9;2026M08;;Tilastokeskus / TEM tyonv 12tf (työnvälitystilasto, monthly);tyonv/12tf
kunta;416;Lemi;South Karelia;kela;Housing-allowance households;%;3.35;2024;;Kela, yleinen asumistuki, saajaruokakunnat kunnittain (avoindata.suomi.fi, CC BY 4.0) · denominator Tilastokeskus Paavo 12f8 te_taly;kela/yleinen_asumistuki · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;416;Lemi;South Karelia;price_sales;Sales of old flats;per year;2;2025;;Tilastokeskus ashi 13mu / 13mt / 13mx (asset transfer tax data from 2020);ashi/13mt · ashi/13mu · ashi/13mx
kunta;416;Lemi;South Karelia;price_rt;Terraced houses, price per m²;€ / m²;877.0;2025;;Tilastokeskus ashi 13mu / 13mt (postinumero) · 13mx (kunta);ashi/13mt · ashi/13mu · ashi/13mx
kunta;416;Lemi;South Karelia;rent;Free-market rent;€ / m² / month;13.22;2026Q2;maakunta;Tilastokeskus asvu 15fa (rents, quarterly);asvu/15fa
kunta;416;Lemi;South Karelia;rent_obs;Rent observations;dwellings;4154;2026Q2;maakunta;Tilastokeskus asvu 15fa;asvu/15fa
kunta;416;Lemi;South Karelia;rent_ara;Government-subsidised (ARA) rent;€ / m² / month;11.65;2026Q2;maakunta;Tilastokeskus asvu 15fa;asvu/15fa
kunta;416;Lemi;South Karelia;rent_yoy;Rent change, year on year;%;-0.4;2026Q2;maakunta;Tilastokeskus asvu 15fa, annual change of the rent index;asvu/15fa
kunta;416;Lemi;South Karelia;vacant;Dwellings with no permanent residents;%;12.33;2025;;Tilastokeskus raku 15f6 (dwelling stock by occupancy);raku/15f6
kunta;416;Lemi;South Karelia;migration;Net migration;per 1,000 inh.;14.94;2025;;Tilastokeskus muutl 11ae (vital statistics);muutl/11ae
kunta;416;Lemi;South Karelia;migration_dom;Intermunicipal net migration;per 1,000 inh.;14.94;2025;;Tilastokeskus muutl 11ae;muutl/11ae
kunta;416;Lemi;South Karelia;completions_1000;Dwellings completed;per 1,000 dwellings;1.55;2026M07;maakunta;Tilastokeskus raku 156f (building and dwelling production, monthly, by region);raku/156f
kunta;416;Lemi;South Karelia;starts_1000;Dwellings started;per 1,000 dwellings;2.69;2026M07;maakunta;Tilastokeskus raku 156f;raku/156f
kunta;416;Lemi;South Karelia;permits_1000;Dwellings permitted;per 1,000 dwellings;2.54;2026M07;maakunta;Tilastokeskus raku 156f;raku/156f
kunta;416;Lemi;South Karelia;tax_home;Property tax, permanent dwelling;%;0.73;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;416;Lemi;South Karelia;tax_other;Property tax, other dwelling;%;1.4;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;416;Lemi;South Karelia;tax_general;Property tax, general (building);%;1.5;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;416;Lemi;South Karelia;tax_land;Property tax, general (land);%;1.5;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;416;Lemi;South Karelia;tax_undev;Property tax, undeveloped building site;%;4.0;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;416;Lemi;South Karelia;tax_income;Municipal income tax;%;9.9;2026;;Verohallinto, kuntien ja seurakuntien tuloveroprosentit;vero/tuloveroprosentit
kunta;416;Lemi;South Karelia;fc_growth;Projected population change 2026→2040;%;-10.01;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;416;Lemi;South Karelia;fc_abs;Projected change in residents 2026→2040;residents;-278;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;416;Lemi;South Karelia;fc_growth_5y;Projected population change 2026→2031;%;-4.82;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;416;Lemi;South Karelia;fc_pop_rate_5y;Projected population change, per year;residents per 1,000 / yr;-9.65;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;416;Lemi;South Karelia;fc_0_6;Projected change, aged 0–6;%;-6.37;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;416;Lemi;South Karelia;fc_7_15;Projected change, aged 7–15;%;-32.48;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;416;Lemi;South Karelia;fc_20_34;Projected change, aged 20–34;%;-2.41;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;416;Lemi;South Karelia;fc_20_34_rel;Projected 20–34 share vs Finland;pp;-6.786;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;416;Lemi;South Karelia;fc_80p;Projected change, aged 80+;%;31.34;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;416;Lemi;South Karelia;crime_1000;Reported offences;per 1,000 inh.;54.9;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;416;Lemi;South Karelia;violence_1000;Violent offences;per 1,000 inh.;4.17;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;416;Lemi;South Karelia;property_1000;Property offences;per 1,000 inh.;15.64;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;416;Lemi;South Karelia;vandalism_1000;Criminal damage;per 1,000 inh.;3.82;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;416;Lemi;South Karelia;drugs_1000;Narcotics offences;per 1,000 inh.;0.69;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;416;Lemi;South Karelia;burglary_1000dw;Dwelling burglary;per 1,000 dwellings;0.63;2025;;Tilastokeskus rpk 13ex (offences known to the authorities) ÷ Paavo dwelling stock;rpk/13ex
kunta;416;Lemi;South Karelia;crime_trend;Reported offences, year on year;%;32.54;2025;;Tilastokeskus rpk 13h4;rpk/13h4
kunta;416;Lemi;South Karelia;flood_river_100;Watercourse flood hazard zone — 1/100a;% of land;2.32;2025;;Suomen ympäristökeskus (Syke) — tulvavaaravyöhykkeet, perusskenaariot (CC BY 4.0);climate/flood
kunta;416;Lemi;South Karelia;flood_river_1000;Watercourse flood hazard zone — 1/1000a;% of land;3.55;2025;;Suomen ympäristökeskus (Syke) — tulvavaaravyöhykkeet, perusskenaariot (CC BY 4.0);climate/flood
kunta;416;Lemi;South Karelia;flood_mapped;Flood-mapped share of the area;% of land;16.66;2025;;Suomen ympäristökeskus (Syke) — tulvavaaravyöhykkeet, perusskenaariot (CC BY 4.0);climate/flood
kunta;416;Lemi;South Karelia;radon_mean;Radon, mean;Bq/m³;267.0;2023;;Säteilyturvakeskus (STUK) — radon pientaloissa 2023 (CC BY 4.0);climate/radon
kunta;416;Lemi;South Karelia;radon_median;Radon, median;Bq/m³;185.0;2023;;Säteilyturvakeskus (STUK) — radon pientaloissa 2023 (CC BY 4.0);climate/radon
kunta;416;Lemi;South Karelia;radon_over300;Radon over 300 Bq/m³;% of measurements;26.0;2023;;Säteilyturvakeskus (STUK) — radon pientaloissa 2023 (CC BY 4.0);climate/radon
kunta;416;Lemi;South Karelia;dw_pre1980;Dwellings in buildings built before 1980;% of dwellings;33.04;2026;;Ryhti-rakennustietojärjestelmä — avoimet_rakennukset (Suomen ympäristökeskus, CC BY 4.0);ryhti/avoimet_rakennukset
kunta;416;Lemi;South Karelia;bld_m2_per_dwelling;Floor area per dwelling;m²;74.7;2026;;Ryhti-rakennustietojärjestelmä — avoimet_rakennukset (Suomen ympäristökeskus, CC BY 4.0);ryhti/avoimet_rakennukset
kunta;417;Lemland;Åland;growth;Population growth;% / yr;0.23;2025;;Tilastokeskus vaerak 11re (kunta, 31 Dec) · Paavo 12f7 (postinumero);vaerak/11re · Postinumeroalueittainen_avoin_tieto:uusin/12f7
kunta;417;Lemland;Åland;income_med;Median income of inhabitants;€ / yr;32569;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;417;Lemland;Åland;income_hh;Mean household income;€ / yr;65406;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;417;Lemland;Åland;young;Share aged 20–34;%;13.03;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;417;Lemland;Åland;single;One-person households;%;28.57;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;417;Lemland;Åland;renters;Renter households;%;9.6;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;417;Lemland;Åland;unemp;Unemployment rate;%;4.0;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;417;Lemland;Åland;higher_ed;Tertiary education;%;36.31;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;417;Lemland;Åland;flats;Dwellings in blocks of flats;%;2.1;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;417;Lemland;Åland;avg_m2;Average dwelling size;m²;118.2;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;417;Lemland;Åland;m2_person;Floor area per person;m²;50.5;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;417;Lemland;Åland;unemp_m;Unemployment rate, monthly;%;3.8;2026M08;;Tilastokeskus / TEM tyonv 12tf (työnvälitystilasto, monthly);tyonv/12tf
kunta;417;Lemland;Åland;kela;Housing-allowance households;%;2.17;2024;;Kela, yleinen asumistuki, saajaruokakunnat kunnittain (avoindata.suomi.fi, CC BY 4.0) · denominator Tilastokeskus Paavo 12f8 te_taly;kela/yleinen_asumistuki · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;417;Lemland;Åland;vacant;Dwellings with no permanent residents;%;13.81;2025;;Tilastokeskus raku 15f6 (dwelling stock by occupancy);raku/15f6
kunta;417;Lemland;Åland;migration;Net migration;per 1,000 inh.;-2.81;2025;;Tilastokeskus muutl 11ae (vital statistics);muutl/11ae
kunta;417;Lemland;Åland;migration_dom;Intermunicipal net migration;per 1,000 inh.;7.48;2025;;Tilastokeskus muutl 11ae;muutl/11ae
kunta;417;Lemland;Åland;completions_1000;Dwellings completed;per 1,000 dwellings;10.09;2026M07;maakunta;Tilastokeskus raku 156f (building and dwelling production, monthly, by region);raku/156f
kunta;417;Lemland;Åland;starts_1000;Dwellings started;per 1,000 dwellings;6.97;2026M07;maakunta;Tilastokeskus raku 156f;raku/156f
kunta;417;Lemland;Åland;permits_1000;Dwellings permitted;per 1,000 dwellings;4.67;2026M07;maakunta;Tilastokeskus raku 156f;raku/156f
kunta;417;Lemland;Åland;tax_home;Property tax, permanent dwelling;%;0.0;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;417;Lemland;Åland;tax_other;Property tax, other dwelling;%;0.9;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;417;Lemland;Åland;tax_general;Property tax, general (building);%;1.0;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;417;Lemland;Åland;tax_land;Property tax, general (land);%;1.0;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;417;Lemland;Åland;tax_undev;Property tax, undeveloped building site;%;0.0;2026;;Verohallinto, kiinteistöveroprosentit kunnittain (kive_202);vero/kive_202
kunta;417;Lemland;Åland;tax_income;Municipal income tax;%;17.8;2026;;Verohallinto, kuntien ja seurakuntien tuloveroprosentit;vero/tuloveroprosentit
kunta;417;Lemland;Åland;fc_growth;Projected population change 2026→2040;%;-0.32;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;417;Lemland;Åland;fc_abs;Projected change in residents 2026→2040;residents;-7;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;417;Lemland;Åland;fc_growth_5y;Projected population change 2026→2031;%;1.42;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;417;Lemland;Åland;fc_pop_rate_5y;Projected population change, per year;residents per 1,000 / yr;2.83;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;417;Lemland;Åland;fc_0_6;Projected change, aged 0–6;%;-15.38;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;417;Lemland;Åland;fc_7_15;Projected change, aged 7–15;%;-15.86;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;417;Lemland;Åland;fc_20_34;Projected change, aged 20–34;%;0.74;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;417;Lemland;Åland;fc_20_34_rel;Projected 20–34 share vs Finland;pp;-5.64;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;417;Lemland;Åland;fc_80p;Projected change, aged 80+;%;73.17;2040;;Tilastokeskus vaenn 14wx, Väestöennuste 2024 (published 2024-10-24);vaenn/14wx
kunta;417;Lemland;Åland;crime_1000;Reported offences;per 1,000 inh.;39.27;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;417;Lemland;Åland;violence_1000;Violent offences;per 1,000 inh.;3.27;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;417;Lemland;Åland;property_1000;Property offences;per 1,000 inh.;7.48;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;417;Lemland;Åland;vandalism_1000;Criminal damage;per 1,000 inh.;3.74;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;417;Lemland;Åland;drugs_1000;Narcotics offences;per 1,000 inh.;0.47;2025;;Tilastokeskus rpk 13h4 (offences per 1 000 population in the area);rpk/13h4
kunta;417;Lemland;Åland;burglary_1000dw;Dwelling burglary;per 1,000 dwellings;0.0;2025;;Tilastokeskus rpk 13ex (offences known to the authorities) ÷ Paavo dwelling stock;rpk/13ex
kunta;417;Lemland;Åland;crime_trend;Reported offences, year on year;%;4.75;2025;;Tilastokeskus rpk 13h4;rpk/13h4
kunta;417;Lemland;Åland;flood_sea_100;Sea flood hazard zone — 1/100a;% of land;5.36;2025;;Suomen ympäristökeskus (Syke) — tulvavaaravyöhykkeet, perusskenaariot (CC BY 4.0);climate/flood
kunta;417;Lemland;Åland;flood_sea_1000;Sea flood hazard zone — 1/1000a;% of land;6.41;2025;;Suomen ympäristökeskus (Syke) — tulvavaaravyöhykkeet, perusskenaariot (CC BY 4.0);climate/flood
kunta;417;Lemland;Åland;flood_mapped;Flood-mapped share of the area;% of land;79.47;2025;;Suomen ympäristökeskus (Syke) — tulvavaaravyöhykkeet, perusskenaariot (CC BY 4.0);climate/flood
kunta;417;Lemland;Åland;radon_mean;Radon, mean;Bq/m³;95.0;2023;;Säteilyturvakeskus (STUK) — radon pientaloissa 2023 (CC BY 4.0);climate/radon
kunta;417;Lemland;Åland;radon_median;Radon, median;Bq/m³;66.0;2023;;Säteilyturvakeskus (STUK) — radon pientaloissa 2023 (CC BY 4.0);climate/radon
kunta;417;Lemland;Åland;radon_over300;Radon over 300 Bq/m³;% of measurements;3.0;2023;;Säteilyturvakeskus (STUK) — radon pientaloissa 2023 (CC BY 4.0);climate/radon
kunta;417;Lemland;Åland;dw_pre1980;Dwellings in buildings built before 1980;% of dwellings;33.08;2026;;Ryhti-rakennustietojärjestelmä — avoimet_rakennukset (Suomen ympäristökeskus, CC BY 4.0);ryhti/avoimet_rakennukset
kunta;417;Lemland;Åland;bld_m2_per_dwelling;Floor area per dwelling;m²;85.5;2026;;Ryhti-rakennustietojärjestelmä — avoimet_rakennukset (Suomen ympäristökeskus, CC BY 4.0);ryhti/avoimet_rakennukset
kunta;418;Lempäälä;Pirkanmaa;growth;Population growth;% / yr;0.75;2025;;Tilastokeskus vaerak 11re (kunta, 31 Dec) · Paavo 12f7 (postinumero);vaerak/11re · Postinumeroalueittainen_avoin_tieto:uusin/12f7
kunta;418;Lempäälä;Pirkanmaa;income_med;Median income of inhabitants;€ / yr;29534;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;418;Lempäälä;Pirkanmaa;income_hh;Mean household income;€ / yr;56613;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;418;Lempäälä;Pirkanmaa;young;Share aged 20–34;%;14.7;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;418;Lempäälä;Pirkanmaa;single;One-person households;%;34.53;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;418;Lempäälä;Pirkanmaa;renters;Renter households;%;24.66;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;418;Lempäälä;Pirkanmaa;unemp;Unemployment rate;%;8.06;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;418;Lempäälä;Pirkanmaa;higher_ed;Tertiary education;%;42.73;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;418;Lempäälä;Pirkanmaa;flats;Dwellings in blocks of flats;%;27.93;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;418;Lempäälä;Pirkanmaa;avg_m2;Average dwelling size;m²;94.2;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;418;Lempäälä;Pirkanmaa;m2_person;Floor area per person;m²;42;2024;;Tilastokeskus, Paavo 12f7 / 12f8 (postal code area / municipality);Postinumeroalueittainen_avoin_tieto:uusin/12f7 · Postinumeroalueittainen_avoin_tieto:uusin/12f8
kunta;418;Lempäälä;Pirkanmaa;unemp_m;Unemployment rate, monthly;%;8.8;2026M08;;Tilastokeskus / TEM tyonv 12tf (työnvälitystilasto, monthly);tyonv/12tf
kunta;418;Lempäälä;Pirkanmaa;kela;Housing-allowance households;%;7.38;2024;;Kela, yleinen asumistuki, saajaruokakunnat kunnittain (avoindata.suomi.fi, CC BY 4.0) · denominator Tilastokeskus Paavo 12f8 te_taly;kela/yleinen_asumistuki · Postinumeroalueittainen_avoin_tieto:uusin/12f8
